Correlation mean	Correlation std. dev.	Gene ID	Gene systematic name	Gene common name
0.1472	0.0394	978	YHR011W	DIA4
0.1469	0.0318	3838	YLR149C	YLR149C
0.1467	0.0251	5462	YOR251C	TUM1
0.1466	0.0243	3706	YLR017W	MEU1
0.1464	0.0288	2311	YDR184C	ATC1
0.1462	0.0412	658	YEL003W	GIM4
0.1460	0.0277	5653	YPL047W	SGF11
0.1460	0.0357	1161	YHR193C	EGD2
0.1459	0.0262	1207	YIL020C	HIS6
0.1447	0.0294	1877	YBR084C-A	RPL19A
0.1447	0.0279	3741	YLR052W	IES3
0.1446	0.0299	1541	YKL143W	LTV1
0.1438	0.0224	2611	YDR485C	VPS72
0.1436	0.0373	1705	YKR085C	MRPL20
0.1428	0.0281	805	YER074W	RPS24A
0.1426	0.0254	5859	YPL253C	VIK1
0.1425	0.0273	998	YHR031C	RRM3
0.1424	0.0245	221	YBR025C	OLA1
0.1423	0.0272	5799	YPL193W	RSA1
0.1418	0.0274	1455	YKL057C	NUP120
0.1417	0.0379	3665	YLL043W	FPS1
0.1415	0.0315	6102	YCR020W-B	HTL1
0.1408	0.0319	5948	YPR061C	JID1
0.1404	0.0312	930	YHL013C	OTU2
0.1394	0.0269	3556	YJR094W-A	RPL43B
0.1390	0.0274	3431	YJL190C	RPS22A
0.1383	0.0240	1862	YER056C-A	RPL34A
0.1379	0.0265	2504	YDR377W	ATP17
0.1371	0.0365	4357	YMR064W	AEP1
0.1368	0.0260	5303	YOR091W	TMA46
0.1355	0.0360	2423	YDR296W	MHR1
0.1349	0.0307	4496	YMR194W	RPL36A
0.1349	0.0268	3049	YGR104C	SRB5
0.1338	0.0314	1414	YKL016C	ATP7
0.1336	0.0326	581	YCR024C	SLM5
0.1332	0.0289	3744	YLR055C	SPT8
0.1326	0.0230	5090	YOL041C	NOP12
0.1323	0.0288	6123	YKL053C-A	MDM35
0.1319	0.0263	5692	YPL086C	ELP3
0.1311	0.0351	1776	YFL018C	LPD1
0.1309	0.0376	4584	YMR282C	AEP2
0.1298	0.0224	866	YER137C	YER137C
0.1298	0.0206	2892	YGL211W	NCS6
0.1297	0.0299	3693	YLR004C	THI73
0.1292	0.0283	5520	YOR308C	SNU66
0.1288	0.0292	3095	YGR150C	CCM1
0.1287	0.0304	5485	YOR274W	MOD5
0.1287	0.0374	1067	YHR100C	GEP4
0.1279	0.0294	42	YAL044C	GCV3
0.1279	0.0216	5678	YPL072W	UBP16
0.1275	0.0306	2147	YDR020C	DAS2
0.1273	0.0300	5930	YPR043W	RPL43A
0.1271	0.0269	5940	YPR053C	YPR053C
0.1269	0.0356	1031	YHR064C	SSZ1
0.1267	0.0241	4335	YMR039C	SUB1
0.1265	0.0222	524	YCL037C	SRO9
0.1264	0.0341	1230	YIL043C	CBR1
0.1264	0.0265	4026	YLR335W	NUP2
0.1259	0.0352	851	YER122C	GLO3
0.1253	0.0254	4221	YML063W	RPS1B
0.1250	0.0242	425	YBR231C	SWC5
0.1247	0.0297	240	YBR044C	TCM62
0.1244	0.0390	4800	YNL167C	SKO1
0.1243	0.0356	4516	YMR214W	SCJ1
0.1241	0.0281	415	YBR221C	PDB1
0.1239	0.0216	2054	YDL175C	AIR2
0.1236	0.0234	1318	YIL133C	RPL16A
0.1236	0.0292	2979	YGR034W	RPL26B
0.1234	0.0337	5911	YPR024W	YME1
0.1222	0.0300	1941	YDL063C	SYO1
0.1222	0.0286	4035	YLR344W	RPL26A
0.1220	0.0289	618	YCR065W	HCM1
0.1212	0.0358	46	YAL048C	GEM1
0.1212	0.0313	3389	YJL148W	RPA34
0.1211	0.0226	3708	YLR019W	PSR2
0.1208	0.0252	9	YAL011W	SWC3
0.1207	0.0236	6201	YGR271C-A	EFG1
0.1203	0.0314	4768	YNL135C	FPR1
0.1201	0.0259	5832	YPL226W	NEW1
0.1196	0.0336	4495	YMR193W	MRPL24
0.1192	0.0292	1934	YDL056W	MBP1
0.1187	0.0221	5264	YOR051C	ETT1
0.1186	0.0239	13	YAL015C	NTG1
0.1183	0.0298	222	YBR026C	ETR1
0.1182	0.0316	1157	YHR189W	PTH1
0.1179	0.0260	5356	YOR144C	ELG1
0.1177	0.0284	4281	YML119W	YML119W
0.1176	0.0274	2475	YDR348C	PAL1
0.1170	0.0264	3539	YJR077C	MIR1
0.1165	0.0270	3905	YLR216C	CPR6
0.1164	0.0323	385	YBR191W	RPL21A
0.1160	0.0341	4489	YMR188C	MRPS17
0.1158	0.0326	980	YHR013C	ARD1
0.1155	0.0247	2039	YDL160C	DHH1
0.1155	0.0326	3879	YLR190W	MMR1
0.1154	0.0382	5058	YOL009C	MDM12
0.1153	0.0278	3247	YIL014C-A	YIL014C-A
0.1148	0.0309	4131	YLR441C	RPS1A
0.1147	0.0354	1961	YDL083C	RPS16B
0.1138	0.0354	4062	YLR371W	ROM2
0.1138	0.0320	771	YER040W	GLN3
0.1136	0.0309	5685	YPL079W	RPL21B
0.1126	0.0201	6082	YPR196W	YPR196W
0.1126	0.0358	2855	YGL174W	BUD13
0.1123	0.0266	3532	YJR070C	LIA1
0.1120	0.0218	4342	YMR048W	CSM3
0.1119	0.0311	5710	YPL104W	MSD1
0.1119	0.0247	1198	YIL011W	TIR3
0.1118	0.0240	4521	YMR219W	ESC1
0.1118	0.0321	2520	YDR393W	SHE9
0.1116	0.0282	6106	YPL183W-A	RTC6
0.1109	0.0313	5847	YPL241C	CIN2
0.1109	0.0323	1018	YHR051W	COX6
0.1099	0.0275	2461	YDR334W	SWR1
0.1098	0.0316	2321	YDR194C	MSS116
0.1097	0.0336	350	YBR156C	SLI15
0.1091	0.0295	4857	YNL224C	SQS1
0.1091	0.0255	4925	YNL292W	PUS4
0.1086	0.0329	3525	YJR063W	RPA12
0.1078	0.0335	4274	YML113W	DAT1
0.1076	0.0277	1925	YDL047W	SIT4
0.1068	0.0321	1485	YKL087C	CYT2
0.1068	0.0319	4842	YNL209W	SSB2
0.1066	0.0441	1151	YHR183W	GND1
0.1065	0.0341	2477	YDR350C	ATP22
0.1063	0.0292	4219	YML061C	PIF1
0.1061	0.0384	5072	YOL023W	IFM1
0.1057	0.0286	547	YCL063W	VAC17
0.1055	0.0331	5339	YOR127W	RGA1
0.1055	0.0282	1758	YFL036W	RPO41
0.1049	0.0307	3788	YLR099C	ICT1
0.1048	0.0395	2230	YDR103W	STE5
0.1042	0.0306	2800	YGL119W	COQ8
0.1040	0.0234	3774	YLR085C	ARP6
0.1039	0.0397	3567	YJR105W	ADO1
0.1036	0.0233	2570	YDR443C	SSN2
0.1033	0.0243	716	YEL061C	CIN8
0.1032	0.0241	711	YEL056W	HAT2
0.1024	0.0292	3079	YGR134W	CAF130
0.1024	0.0312	3030	YGR085C	RPL11B
0.1023	0.0230	4196	YML036W	CGI121
0.1015	0.0323	2786	YGL105W	ARC1
0.0992	0.0301	840	YER111C	SWI4
0.0991	0.0251	4616	YMR310C	YMR310C
0.0987	0.0363	646	YCR098C	GIT1
0.0985	0.0281	809	YER078C	ICP55
0.0982	0.0236	982	YHR015W	MIP6
0.0978	0.0265	5987	YPR101W	SNT309
0.0978	0.0244	5117	YOL067C	RTG1
0.0975	0.0197	1601	YKL206C	ADD66
0.0974	0.0349	4060	YLR369W	SSQ1
0.0973	0.0385	4386	YMR091C	NPL6
0.0972	0.0355	3339	YJL096W	MRPL49
0.0972	0.0247	62	YAR002W	NUP60
0.0963	0.0243	6046	YPR160W	GPH1
0.0963	0.0377	3420	YJL179W	PFD1
0.0962	0.0299	5587	YOR375C	GDH1
0.0961	0.0269	1714	YKR094C	RPL40B
0.0958	0.0286	5366	YOR154W	SLP1
0.0954	0.0352	5874	YPL268W	PLC1
0.0954	0.0277	5819	YPL213W	LEA1
0.0949	0.0203	1436	YKL038W	RGT1
0.0949	0.0278	1473	YKL075C	YKL075C
0.0948	0.0252	2638	YDR512C	EMI1
0.0945	0.0283	5758	YPL152W	RRD2
0.0942	0.0278	1499	YKL101W	HSL1
0.0939	0.0189	5750	YPL144W	POC4
0.0938	0.0219	5289	YOR076C	SKI7
0.0937	0.0325	468	YBR274W	CHK1
0.0936	0.0275	3701	YLR012C	YLR012C
0.0934	0.0291	4269	YML108W	YML108W
0.0933	0.0249	1266	YIL079C	AIR1
0.0932	0.0275	3216	YGR271W	SLH1
0.0931	0.0310	5614	YPL008W	CHL1
0.0930	0.0251	670	YEL015W	EDC3
0.0924	0.0402	5293	YOR080W	DIA2
0.0918	0.0188	382	YBR188C	NTC20
0.0915	0.0348	950	YHL033C	RPL8A
0.0913	0.0256	120	YBL032W	HEK2
0.0908	0.0197	5744	YPL138C	SPP1
0.0908	0.0250	4466	YMR167W	MLH1
0.0905	0.0309	3870	YLR181C	VTA1
0.0905	0.0283	1835	YFR044C	DUG1
0.0903	0.0315	697	YEL042W	GDA1
0.0892	0.0241	4650	YNL016W	PUB1
0.0891	0.0319	4984	YNR012W	URK1
0.0890	0.0236	54	YAL059W	ECM1
0.0887	0.0322	2496	YDR369C	XRS2
0.0885	0.0247	3705	YLR016C	PML1
0.0884	0.0311	4577	YMR275C	BUL1
0.0880	0.0255	1430	YKL032C	IXR1
0.0875	0.0211	5746	YPL140C	MKK2
0.0871	0.0388	4440	YMR143W	RPS16A
0.0870	0.0245	2759	YGL078C	DBP3
0.0867	0.0315	5481	YOR270C	VPH1
0.0865	0.0302	1204	YIL017C	VID28
0.0863	0.0228	733	YER002W	NOP16
0.0862	0.0360	6005	YPR119W	CLB2
0.0861	0.0259	5391	YOR179C	SYC1
0.0861	0.0232	5277	YOR064C	YNG1
0.0857	0.0238	2170	YDR043C	NRG1
0.0856	0.0484	6084	YPR198W	SGE1
0.0854	0.0266	3695	YLR006C	SSK1
0.0854	0.0214	2999	YGR054W	YGR054W
0.0852	0.0246	2381	YDR254W	CHL4
0.0849	0.0321	5197	YOL148C	SPT20
0.0847	0.0339	6045	YPR159W	KRE6
0.0845	0.0211	301	YBR107C	IML3
0.0844	0.0270	654	YCR107W	AAD3
0.0839	0.0237	3710	YLR021W	IRC25
0.0838	0.0244	2817	YGL136C	MRM2
0.0837	0.0354	1109	YHR142W	CHS7
0.0833	0.0274	6020	YPR134W	MSS18
0.0832	0.0223	4683	YNL049C	SFB2
0.0831	0.0259	4199	YML041C	VPS71
0.0829	0.0310	231	YBR035C	PDX3
0.0828	0.0298	834	YER103W	SSA4
0.0828	0.0238	6075	YPR189W	SKI3
0.0826	0.0234	3145	YGR200C	ELP2
0.0823	0.0323	2532	YDR405W	MRP20
0.0821	0.0283	419	YBR225W	YBR225W
0.0820	0.0272	3857	YLR168C	UPS2
0.0817	0.0258	3089	YGR144W	THI4
0.0817	0.0283	3159	YGR214W	RPS0A
0.0815	0.0269	3128	YGR183C	QCR9
0.0815	0.0423	146	YBL058W	SHP1
0.0813	0.0291	1306	YIL121W	QDR2
0.0811	0.0254	5831	YPL225W	YPL225W
0.0810	0.0294	61	YAL067C	SEO1
0.0809	0.0243	4932	YNL299W	TRF5
0.0808	0.0304	5684	YPL078C	ATP4
0.0807	0.0264	3602	YJR140C	HIR3
0.0806	0.0304	4113	YLR423C	ATG17
0.0805	0.0271	1626	YKR006C	MRPL13
0.0804	0.0256	4246	YML088W	UFO1
0.0801	0.0296	5377	YOR165W	SEY1
0.0799	0.0210	4730	YNL097C	PHO23
0.0797	0.0216	434	YBR240C	THI2
0.0794	0.0269	5675	YPL069C	BTS1
0.0794	0.0197	2894	YGL213C	SKI8
0.0793	0.0222	3300	YJL057C	IKS1
0.0789	0.0275	4589	YMR287C	DSS1
0.0788	0.0299	3469	YJR004C	SAG1
0.0787	0.0283	3922	YLR233C	EST1
0.0787	0.0375	1918	YDL040C	NAT1
0.0785	0.0284	2649	YDR523C	SPS1
0.0785	0.0217	5164	YOL115W	PAP2
0.0783	0.0245	4465	YMR166C	MME1
0.0780	0.0250	4525	YMR223W	UBP8
0.0772	0.0199	1197	YIL010W	DOT5
0.0770	0.0288	4125	YLR435W	TSR2
0.0770	0.0272	4190	YML030W	RCF1
0.0765	0.0246	1099	YHR132C	ECM14
0.0764	0.0237	4624	YMR316W	DIA1
0.0762	0.0206	1823	YFR032C	RRT5
0.0760	0.0335	4817	YNL184C	YNL184C
0.0756	0.0300	2522	YDR395W	SXM1
0.0754	0.0247	4808	YNL175C	NOP13
0.0752	0.0316	5871	YPL265W	DIP5
0.0752	0.0298	6015	YPR129W	SCD6
0.0750	0.0200	625	YCR073C	SSK22
0.0750	0.0235	5142	YOL093W	TRM10
0.0749	0.0247	4290	YML128C	MSC1
0.0746	0.0191	5336	YOR124C	UBP2
0.0745	0.0242	97	YBL009W	ALK2
0.0745	0.0255	904	YER177W	BMH1
0.0745	0.0325	5348	YOR136W	IDH2
0.0744	0.0306	1115	YHR147C	MRPL6
0.0743	0.0296	996	YHR029C	YHI9
0.0742	0.0257	2923	YGL241W	KAP114
0.0742	0.0240	5442	YOR230W	WTM1
0.0742	0.0273	989	YHR022C	YHR022C
0.0741	0.0259	1792	YFL001W	DEG1
0.0739	0.0242	1662	YKR042W	UTH1
0.0735	0.0388	1283	YIL098C	FMC1
0.0734	0.0211	718	YEL063C	CAN1
0.0732	0.0231	1679	YKR059W	TIF1
0.0731	0.0286	4862	YNL229C	URE2
0.0730	0.0288	5856	YPL250C	ATG41
0.0730	0.0299	1333	YIL148W	RPL40A
0.0730	0.0341	684	YEL029C	BUD16
0.0727	0.0285	4628	YMR320W	YMR320W
0.0726	0.0370	1994	YDL116W	NUP84
0.0726	0.0246	2228	YDR101C	ARX1
0.0725	0.0230	5417	YOR205C	GEP3
0.0725	0.0289	1345	YIL160C	POT1
0.0723	0.0226	1966	YDL088C	ASM4
0.0719	0.0237	1979	YDL101C	DUN1
0.0717	0.0267	3727	YLR038C	COX12
0.0717	0.0290	894	YER167W	BCK2
0.0717	0.0266	3118	YGR173W	RBG2
0.0716	0.0324	1254	YIL067C	YIL067C
0.0716	0.0356	1147	YHR179W	OYE2
0.0714	0.0212	5809	YPL203W	TPK2
0.0713	0.0319	1073	YHR106W	TRR2
0.0711	0.0294	5956	YPR069C	SPE3
0.0711	0.0202	1470	YKL072W	STB6
0.0709	0.0221	5639	YPL033C	SRL4
0.0707	0.0249	140	YBL052C	SAS3
0.0705	0.0270	5624	YPL018W	CTF19
0.0704	0.0211	3637	YLL013C	PUF3
0.0703	0.0253	5401	YOR189W	IES4
0.0702	0.0317	1202	YIL015W	BAR1
0.0702	0.0247	5655	YPL049C	DIG1
0.0701	0.0308	4780	YNL147W	LSM7
0.0700	0.0222	3194	YGR249W	MGA1
0.0698	0.0240	4669	YNL035C	YNL035C
0.0697	0.0297	6180	YAL044W-A	BOL1
0.0693	0.0237	4239	YML081W	TDA9
0.0692	0.0398	4393	YMR098C	ATP25
0.0692	0.0312	3168	YGR223C	HSV2
0.0691	0.0246	5251	YOR038C	HIR2
0.0688	0.0264	5743	YPL137C	GIP3
0.0688	0.0371	2464	YDR337W	MRPS28
0.0686	0.0280	3928	YLR239C	LIP2
0.0686	0.0306	1491	YKL093W	MBR1
0.0684	0.0229	1680	YKR060W	UTP30
0.0682	0.0231	4463	YMR164C	MSS11
0.0682	0.0347	1005	YHR038W	RRF1
0.0680	0.0312	2003	YDL125C	HNT1
0.0679	0.0251	38	YAL040C	CLN3
0.0678	0.0244	541	YCL055W	KAR4
0.0678	0.0324	2584	YDR457W	TOM1
0.0677	0.0248	5738	YPL132W	COX11
0.0676	0.0268	1438	YKL040C	NFU1
0.0675	0.0222	3409	YJL168C	SET2
0.0675	0.0260	3110	YGR165W	MRPS35
0.0674	0.0224	96	YBL008W	HIR1
0.0674	0.0205	2445	YDR318W	MCM21
0.0673	0.0225	5053	YOL004W	SIN3
0.0673	0.0266	1257	YIL070C	MAM33
0.0671	0.0243	3707	YLR018C	POM34
0.0670	0.0196	5825	YPL219W	PCL8
0.0670	0.0377	1295	YIL110W	HPM1
0.0669	0.0216	5770	YPL164C	MLH3
0.0668	0.0254	2441	YDR314C	RAD34
0.0667	0.0255	3692	YLR003C	CMS1
0.0666	0.0215	512	YCL024W	KCC4
0.0666	0.0280	195	YBL107C	MIX23
0.0665	0.0205	4715	YNL082W	PMS1
0.0664	0.0260	432	YBR238C	YBR238C
0.0663	0.0208	3053	YGR108W	CLB1
0.0662	0.0232	2934	YGL252C	RTG2
0.0659	0.0285	4490	YMR189W	GCV2
0.0659	0.0237	1043	YHR076W	PTC7
0.0655	0.0263	35	YAL037W	YAL037W
0.0653	0.0305	3272	YJL028W	YJL028W
0.0653	0.0198	197	YBR001C	NTH2
0.0653	0.0307	6085	YPR199C	ARR1
0.0653	0.0305	6407	YML100W-A	YML100W-A
0.0652	0.0283	5403	YOR191W	ULS1
0.0651	0.0295	1531	YKL133C	RCI50
0.0648	0.0239	3639	YLL015W	BPT1
0.0647	0.0287	5588	YOR376W	YOR376W
0.0646	0.0225	5670	YPL064C	CWC27
0.0646	0.0223	2730	YGL049C	TIF4632
