"ORF","SGD","ENTREZID","GENENAME","ENSEMBL"
"YLR316C","S000004308","851027","TAD3","YLR316C"
"YHR193C-A","S000028785",NA,NA,NA
"YKR027W","S000001735","853898","BCH2","YKR027W"
"YHR076W","S000001118","856475","PTC7","YHR076W"
"YMR105C","S000004711","855131","PGM2","YMR105C"
"YGL039W","S000003007","852844",NA,"YGL039W"
"YOR306C","S000005833","854483","MCH5","YOR306C"
"YOR047C","S000005573","854212","STD1","YOR047C"
"YAL064C-A","S000002140","851234","TDA8","YAL064C-A"
"YBL057C","S000000153","852223","PTH2","YBL057C"
"YJL137C","S000003673","853304","GLG2","YJL137C"
"YFL031W","S000001863","850513","HAC1","YFL031W"
"YCR075W-A","S000028519","1466399","EGO2","YCR075W-A"
"YIR007W","S000001446","854824","EGH1","YIR007W"
"YPR160C-A","S000028726",NA,NA,NA
"YIL036W","S000001298","854775","CST6","YIL036W"
"YML113W","S000004581","854927","DAT1","YML113W"
"YKL167C","S000001650","853687","MRP49","YKL167C"
"YNR041C","S000005324","855778","COQ2","YNR041C"
"YOR075W","S000005601","854242","UFE1","YOR075W"
"YIL159W","S000001421","854647","BNR1","YIL159W"
"YKR089C","S000001797","853964","TGL4","YKR089C"
"YER014W","S000000816","856733","HEM14","YER014W"
"YIL073C","S000001335","854737","SPO22","YIL073C"
"YLR227C","S000004217","850924","ADY4","YLR227C"
"YHR218W-A","S000028786",NA,NA,NA
"YHR192W","S000001235","856599","LNP1","YHR192W"
"YMR023C","S000004625","855037","MSS1","YMR023C"
"YDR328C","S000002736","851928","SKP1","YDR328C"
"YLR200W","S000004190","850897","YKE2","YLR200W"
"YOR394W","S000005921","854576","PAU21","YOR394W"
"YOR394W","S000005921","854576","PAU21","YPL282C"
"YDR190C","S000002598","851771","RVB1","YDR190C"
"YLR363C","S000004355","851077","NMD4","YLR363C"
"YBR003W","S000000207","852288","COQ1","YBR003W"
"YLR284C","S000004274","850990","ECI1","YLR284C"
"YER147C-A","S000028759",NA,NA,NA
"YER151C","S000000953","856895","UBP3","YER151C"
"YMR047C","S000004650","855066","NUP116","YMR047C"
"YNL076W","S000005020","855648","MKS1","YNL076W"
"YER010C","S000000812","856728",NA,"YER010C"
"YEL006W","S000000732","856712","YEA6","YEL006W"
"YJL064W","S000003600",NA,NA,NA
"YNL149C","S000005093","855573","PGA2","YNL149C"
"YJR066W","S000003827","853529","TOR1","YJR066W"
"YIR039C","S000001478","854857","YPS6","YIR039C"
"YKR021W","S000001729","853891","ALY1","YKR021W"
"YIL044C","S000001306","854767","AGE2","YIL044C"
"YLR342W-A","S000028571","1466421",NA,"YLR342W-A"
"YDL086W","S000002244","851472",NA,"YDL086W"
"YOL081W","S000005441","854073","IRA2","YOL081W"
"YOL115W","S000005475","854034","PAP2","YOL115W"
"YPL124W","S000006045","855979","SPC29","YPL124W"
"YDR130C","S000002537","851708","FIN1","YDR130C"
"YCL020W","S000000525","850339",NA,NA
"YGL116W","S000003084","852762","CDC20","YGL116W"
"YDL086C-A","S000028611",NA,NA,NA
"YPR019W","S000006223","856130","MCM4","YPR019W"
"YLL049W","S000003972","850677","LDB18","YLL049W"
"YPR009W","S000006213","856118","SUT2","YPR009W"
"YDL076C","S000002234","851483","RXT3","YDL076C"
"YEL038W","S000000764","856673","UTR4","YEL038W"
"YJL119C","S000003655",NA,NA,NA
"YLR467C-A","S000028687",NA,NA,NA
"YBR239C","S000000443","852541","ERT1","YBR239C"
"YNL193W","S000005137","855528",NA,"YNL193W"
"YLR021W","S000004011","850708","IRC25","YLR021W"
"YLR466C-A","S000028685",NA,NA,NA
"YLR177W","S000004167","850874",NA,"YLR177W"
"YBR049C","S000000253","852338","REB1","YBR049C"
"YKR095W-A","S000028512","1500489","PCC1","YKR095W-A"
"YLL016W","S000003939","850644","SDC25",NA
"YPL228W","S000006149","855873","CET1","YPL228W"
"YGR207C","S000003439","853121","CIR1","YGR207C"
"YNL296W","S000005240",NA,NA,NA
"YDR476C","S000002884","852087",NA,"YDR476C"
"YFR027W","S000001923","850584","ECO1","YFR027W"
"YJL071W","S000003607","853374","ARG2","YJL071W"
"YIL002W-A","S000028835","1466493",NA,"YIL002W-A"
"YMR179W","S000004791","855217","SPT21","YMR179W"
"YOL103W","S000005463","854050","ITR2","YOL103W"
"YNR049C","S000005332","855785","MSO1","YNR049C"
"YDR237W","S000002645","851823","MRPL7","YDR237W"
"YGL075C","S000003043","852805","MPS2","YGL075C"
"YNL088W","S000005032","855636","TOP2","YNL088W"
"YJL048C","S000003584","853399","UBX6","YJL048C"
"YJR073C","S000003834","853536","OPI3","YJR073C"
"YGR122W","S000003354","853020",NA,"YGR122W"
"YPR162C","S000006366","856291","ORC4","YPR162C"
"YOR017W","S000005543","854182","PET127","YOR017W"
"YKL166C","S000001649","853688","TPK3","YKL166C"
"YNL042W-B","S000028850","1466515",NA,"YNL042W-B"
"YDL231C","S000002390","851367","BRE4","YDL231C"
"YKL145W-A","S000028841",NA,NA,NA
"YHL031C","S000001023","856354","GOS1","YHL031C"
"YBR102C","S000000306","852398","EXO84","YBR102C"
"YHR082C","S000001124","856482","KSP1","YHR082C"
"YGL262W","S000003231","852629",NA,"YGL262W"
"YGR198W","S000003430","853112","YPP1","YGR198W"
"YJR080C","S000003841","853543","AIM24","YJR080C"
"YOR284W","S000005810","854458","HUA2","YOR284W"
"YCR025C","S000000620","850390",NA,NA
"YIL083C","S000001345","854726","CAB2","YIL083C"
"YCR022C","S000000616","850386",NA,NA
"YLR429W","S000004421","851148","CRN1","YLR429W"
"YHR116W","S000001158","856516","COX23","YHR116W"
"YIR031C","S000001470","854849","DAL7","YIR031C"
"YDR140W","S000002547","851718","MTQ2","YDR140W"
"YDR464C-A","S000028614",NA,NA,NA
"YOR118W","S000005644","854285","RTC5","YOR118W"
"YDL025C","S000002183","851536","RTK1","YDL025C"
"YOR295W","S000005821","854470","UAF30","YOR295W"
"YPL072W","S000005993","856032","UBP16","YPL072W"
"YGL190C","S000003158","852685","CDC55","YGL190C"
"YDR206W","S000002614","851787","EBS1","YDR206W"
"YPL082C","S000006003","856023","MOT1","YPL082C"
"YDR288W","S000002696","851882","NSE3","YDR288W"
"YDR189W","S000002597","851770","SLY1","YDR189W"
"YCL057W","S000000562","850301","PRD1","YCL057W"
"YAL031C","S000000029","851202","GIP4","YAL031C"
"YKR008W","S000001716","853877","RSC4","YKR008W"
"YPR146C","S000006350",NA,NA,NA
"YNL252C","S000005196","855469","MRPL17","YNL252C"
"YDR246W-A","S000028542","1466436",NA,"YDR246W-A"
"YEL075C","S000000801","856634",NA,"YEL075C"
"YOL004W","S000005364","854158","SIN3","YOL004W"
"YHR103W","S000001145","856503","SBE22","YHR103W"
"YGL100W","S000003068","852778","SEH1","YGL100W"
"YDL134C","S000002292","851421","PPH21","YDL134C"
"YPR028W","S000006232","856140","YOP1","YPR028W"
"YLR141W","S000004131","850832","RRN5","YLR141W"
"YIL103W","S000001365","854703","DPH1","YIL103W"
"YLR393W","S000004385","851109","ATP10","YLR393W"
"YDR298C","S000002706","851892","ATP5","YDR298C"
"YER149C","S000000951","856892","PEA2","YER149C"
"YJL054W","S000003590","853392","TIM54","YJL054W"
"YLL019C","S000003942","850641","KNS1","YLL019C"
"YNL210W","S000005154","855511","MER1","YNL210W"
"YGL201C","S000003169","852673","MCM6","YGL201C"
"YJR057W","S000003818","853520","CDC8","YJR057W"
"YKL137W","S000001620","853721","CMC1","YKL137W"
"YDL237W","S000002396","851361","AIM6","YDL237W"
"YBR164C","S000000368","852462","ARL1","YBR164C"
"YOR113W","S000005639","854280","AZF1","YOR113W"
"YGR262C","S000003494","853178","BUD32","YGR262C"
"YJL029C","S000003566","853423","VPS53","YJL029C"
"YJL091C","S000003627","853354","GWT1","YJL091C"
"YMR102C","S000004708","855128",NA,"YMR102C"
"YDR322W","S000002730","851921","MRPL35","YDR322W"
"YJR074W","S000003835","853537","MOG1","YJR074W"
"YGR137W","S000003369",NA,NA,NA
"YER034W","S000000836","856756",NA,"YER034W"
"YNL150W","S000005094",NA,NA,NA
"YML094C-A","S000004561",NA,NA,NA
"YML013W","S000004475","854995","UBX2","YML013W"
"YLL006W-A","S000028560","1466403",NA,"YLL006W-A"
"YCR061W","S000000657","850425",NA,"YCR061W"
"YKL169C","S000001652",NA,NA,NA
"YNL040W","S000004985","855688",NA,"YNL040W"
"YGL176C","S000003144","852699",NA,"YGL176C"
"YDR307W","S000002715","851902","PMT7","YDR307W"
"YBR039W","S000000243","852327","ATP3","YBR039W"
"YDR103W","S000002510","851680","STE5","YDR103W"
"YJR031C","S000003792","853488","GEA1","YJR031C"
"YBR192W","S000000396","852491","RIM2","YBR192W"
"YBL090W","S000000186","852188","MRP21","YBL090W"
"YOR233W","S000005759","854408","KIN4","YOR233W"
"YGR210C","S000003442","853124",NA,"YGR210C"
"YNL046W","S000004991","855681",NA,"YNL046W"
"YLR419W","S000004411","851137",NA,"YLR419W"
"YOR280C","S000005806","854454","FSH3","YOR280C"
"YOL056W","S000005417","854098","GPM3","YOL056W"
"YBL091C-A","S000007228","852186","SCS22","YBL091C-A"
"YDR359C","S000002767","851962","EAF1","YDR359C"
"YPL248C","S000006169","855828","GAL4","YPL248C"
"YKR050W","S000001758","853924","TRK2","YKR050W"
"YER172C","S000000974","856919","BRR2","YER172C"
"YDL077C","S000002235","851482","VAM6","YDL077C"
"YLR445W","S000004437","851166","GMC2","YLR445W"
"YFL010W-A","S000001955","850537","AUA1","YFL010W-A"
"YNL206C","S000005150","855515","RTT106","YNL206C"
"YLL021W","S000003944","850639","SPA2","YLL021W"
"YHR180W","S000001223","856585",NA,NA
"YKL204W","S000001687","853631","EAP1","YKL204W"
"YDR098C-A","S000007390","851675",NA,NA
"YER059W","S000000861","856787","PCL6","YER059W"
"YHR022C","S000001064","856417",NA,"YHR022C"
"YLR261C","S000004251","850965","VPS63","YLR261C"
"YDR310C","S000002718","851905","SUM1","YDR310C"
"YBL006C","S000000102","852277","LDB7","YBL006C"
"YML012W","S000004473","854997","ERV25","YML012W"
"YPR017C","S000006221","856128","DSS4","YPR017C"
"YJR068W","S000003829","853531","RFC2","YJR068W"
"YER112W","S000000914","856848","LSM4","YER112W"
"YOR164C","S000005690","854335","GET4","YOR164C"
"YFL002C","S000001894","850549","SPB4","YFL002C"
"YGR218W","S000003450","853133","CRM1","YGR218W"
"YOR143C","S000005669","854314","THI80","YOR143C"
"YGL003C","S000002971","852881","CDH1","YGL003C"
"YGR135W","S000003367","853036","PRE9","YGR135W"
"YHR131W-A","S000028782",NA,NA,NA
"YDL225W","S000002384","851373","SHS1","YDL225W"
"YLL009C","S000003932","850651","COX17","YLL009C"
"YOL017W","S000005377","854143","ESC8","YOL017W"
"YJR013W","S000003774","853470","GPI14","YJR013W"
"YOR246C","S000005772","854420","ENV9","YOR246C"
"YFL004W","S000001890","850544","VTC2","YFL004W"
"YIL156W-A","S000028797",NA,NA,NA
"YGL179C","S000003147","852696","TOS3","YGL179C"
"YKL071W","S000001554","853792",NA,"YKL071W"
"YBR091C","S000000295","852388","TIM12","YBR091C"
"YIL089W","S000001351","854719",NA,"YIL089W"
"YOR305W","S000005832","854482","RRG7","YOR305W"
"YNR070W","S000005353","855807","PDR18","YNR070W"
"YPL062W","S000005983","856043",NA,NA
"YPR048W","S000006252","856161","TAH18","YPR048W"
"YBR059C","S000000263","852351","AKL1","YBR059C"
"YOL042W","S000005402","854115","NGL1","YOL042W"
"YKL058W","S000001541","853807","TOA2","YKL058W"
"YDR137W","S000002544","851714","RGP1","YDR137W"
"YHR014W","S000001056","856405","SPO13","YHR014W"
"YPR051W","S000006255","856163","MAK3","YPR051W"
"YKR067W","S000001775","853941","GPT2","YKR067W"
"YGR277C","S000003509","853194","CAB4","YGR277C"
"YLR466W","S000004458","851187","YRF1-4","YLR466W"
"YPR160W","S000006364","856289","GPH1","YPR160W"
"YDR116C","S000002523","851694","MRPL1","YDR116C"
"YPR136C","S000006340",NA,NA,NA
"YLR090W","S000004080","850779","XDJ1","YLR090W"
"YLR217W","S000004207",NA,NA,NA
"YOL142W","S000005502","854023","RRP40","YOL142W"
"YDR477W","S000002885","852088","SNF1","YDR477W"
"YGR283C","S000003515","853200",NA,"YGR283C"
"YEL014C","S000000740","856701",NA,NA
"YOR281C","S000005807","854456","PLP2","YOR281C"
"YNL073W","S000005017","855651","MSK1","YNL073W"
"YFL025C","S000001869","850519","BST1","YFL025C"
"YHL019W-A","S000028772",NA,NA,NA
"YKR048C","S000001756","853922","NAP1","YKR048C"
"YER031C","S000000833","856753","YPT31","YER031C"
"YDR208W","S000002616","851789","MSS4","YDR208W"
"YDR191W","S000002599","851772","HST4","YDR191W"
"YML055W","S000004519","854949","SPC2","YML055W"
"YKL212W","S000001695","853668","SAC1","YKL212W"
"YPR050C","S000006254",NA,NA,NA
"YPL262W","S000006183","855866","FUM1","YPL262W"
"YHL026C","S000001018","856359",NA,"YHL026C"
"YNR034W","S000005317","855769","SOL1","YNR034W"
"YDR384C","S000002792","851992","ATO3","YDR384C"
"YLR023C","S000004013","850710","IZH3","YLR023C"
"YJL145W","S000003681","853296","SFH5","YJL145W"
"YMR032W","S000004635","855048","HOF1","YMR032W"
"YER050C","S000000852","856776","RSM18","YER050C"
"YGL054C","S000003022","852826","ERV14","YGL054C"
"YDR443C","S000002851","852053","SSN2","YDR443C"
"YBR214W","S000000418","852515","SDS24","YBR214W"
"YCL049C","S000000554","850308",NA,"YCL049C"
"YHR021W-A","S000003531","856416","ECM12","YHR021W-A"
"YOL027C","S000005387","854130","MDM38","YOL027C"
"YPL189W","S000006110","855912","GUP2","YPL189W"
"YCR081C-A","S000028609",NA,NA,NA
"YBR073W","S000000277","852365","RDH54","YBR073W"
"YOL059W","S000005420","854095","GPD2","YOL059W"
"YPR089W","S000006293","856204",NA,"YPR089W"
"YOR060C","S000005586","854226","SLD7","YOR060C"
"YLL066W-B","S000028672","1466404",NA,"YLL066W-B"
"YOR123C","S000005649","854290","LEO1","YOR123C"
"YNL190W","S000005134","855531",NA,"YNL190W"
"YPR161C","S000006365","856290","SGV1","YPR161C"
"YCL031C","S000000536","850326","RRP7","YCL031C"
"YOR180C","S000005706","854352","DCI1","YOR180C"
"YDL247W","S000002406","851350","MPH2","YDL247W"
"YKL007W","S000001490","853862","CAP1","YKL007W"
"YEL037C","S000000763","856674","RAD23","YEL037C"
"YHR050W","S000001092","856447","SMF2","YHR050W"
"YOR021C","S000005547","854186","SFM1","YOR021C"
"YLR188W","S000004178","850885","MDL1","YLR188W"
"YLR428C","S000004420",NA,NA,NA
"YBR194W","S000000398","852493","AIM4","YBR194W"
"YLR318W","S000004310","851028","EST2","YLR318W"
"YOR159C","S000005685","854330","SME1","YOR159C"
"YMR119W","S000004725","855147","ASI1","YMR119W"
"YOR329W-A","S000028585",NA,NA,NA
"YBR185C","S000000389","852483","MBA1","YBR185C"
"YDR195W","S000002603","851776","REF2","YDR195W"
"YFR010W-A","S000028824",NA,NA,NA
"YKL059C","S000001542","853806","MPE1","YKL059C"
"YER138C","S000000940","856879",NA,NA
"YMR264W","S000004877","855306","CUE1","YMR264W"
"YOR326W","S000005853","854504","MYO2","YOR326W"
"YIR019C","S000001458","854836","FLO11","YIR019C"
"YHR069C","S000001111","856466","RRP4","YHR069C"
"YOL026C","S000005386","854131","MIM1","YOL026C"
"YGR205W","S000003437","853119","TDA10","YGR205W"
"YMR289W","S000004902","855333","ABZ2","YMR289W"
"YJR040W","S000003801","853497","GEF1","YJR040W"
"YGR182C","S000003414",NA,NA,NA
"YJL083W","S000003619","853362","TAX4","YJL083W"
"YGL027C","S000002995","852857","CWH41","YGL027C"
"YFR011C","S000001907","850563","MIC19","YFR011C"
"YPL269W","S000006190","855859","KAR9","YPL269W"
"YDR503C","S000002911","852114","LPP1","YDR503C"
"YML061C","S000004526","854941","PIF1","YML061C"
"YFL003C","S000001891","850545","MSH4","YFL003C"
"YML131W","S000004600","854908",NA,"YML131W"
"YGL223C","S000003191","852649","COG1","YGL223C"
"YOL019W","S000005379","854141",NA,"YOL019W"
"YJL169W","S000003705",NA,NA,NA
"YOR227W","S000005753","854402","HER1","YOR227W"
"YMR038C","S000004641","855054","CCS1","YMR038C"
"YOR200W","S000005726",NA,NA,NA
"YML101C-A","S000004569",NA,NA,NA
"YNL137C","S000005081","855585","NAM9","YNL137C"
"YER104W","S000000906","856841","RTT105","YER104W"
"YHR158C","S000001201","856563","KEL1","YHR158C"
"YOL038W","S000005398","854119","PRE6","YOL038W"
"YJL134W","S000003670","853307","LCB3","YJL134W"
"YPR004C","S000006208","856112","AIM45","YPR004C"
"YBR080C","S000000284","852372","SEC18","YBR080C"
"YKL146W","S000001629","853710","AVT3","YKL146W"
"YNR058W","S000005341","855795","BIO3","YNR058W"
"YPL177C","S000006098","855926","CUP9","YPL177C"
"YEL013W","S000000739","856702","VAC8","YEL013W"
"YBR016W","S000000220","852304",NA,"YBR016W"
"YJR104C","S000003865","853568","SOD1","YJR104C"
"YKL214C","S000001697","853666","YRA2","YKL214C"
"YKR047W","S000001755",NA,NA,NA
"YLL012W","S000003935","850648","YEH1","YLL012W"
"YOR153W","S000005679","854324","PDR5","YOR153W"
"YNR074C","S000005357","855811","AIF1","YNR074C"
"YHR169W","S000001212","856574","DBP8","YHR169W"
"YLR322W","S000004314",NA,"VPS65",NA
"YKR037C","S000001745","853909","SPC34","YKR037C"
"YOR048C","S000005574","854213","RAT1","YOR048C"
"YML096W","S000004562","854877",NA,"YML096W"
"YGR037C","S000003269","852925","ACB1","YGR037C"
"YDR251W","S000002659","851838","PAM1","YDR251W"
"YJL136W-A","S000028806","1466464",NA,"YJL136W-A"
"YNL257C","S000005201","855464","SIP3","YNL257C"
"YOR151C","S000005677","854322","RPB2","YOR151C"
"YBR145W","S000000349","852442","ADH5","YBR145W"
"YMR220W","S000004833","855260","ERG8","YMR220W"
"YER114C","S000000916","856850","BOI2","YER114C"
"YOR316C-A","S000028584","1466487",NA,"YOR316C-A"
"YGR038W","S000003270","852926","ORM1","YGR038W"
"YCL007C","S000000513",NA,NA,NA
"YBL036C","S000000132","852244",NA,"YBL036C"
"YOL104C","S000005464","854047","NDJ1","YOL104C"
"YJR015W","S000003776","853472",NA,"YJR015W"
"YGR033C","S000003265","852921","TIM21","YGR033C"
"YJL081C","S000003617","853364","ARP4","YJL081C"
"YLR088W","S000004078","850777","GAA1","YLR088W"
"YDR093W","S000002500","851667","DNF2","YDR093W"
"YIL176C","S000001438","854631","PAU14","YIL176C"
"YIL176C","S000001438","854631","PAU14","YJL223C"
"YDR179W-A","S000002587","851760","NVJ3","YDR179W-A"
"YML031W","S000004493","854977","NDC1","YML031W"
"YDR543C","S000002951",NA,NA,NA
"YOR322C","S000005849","854500","LDB19","YOR322C"
"YCR020W-B","S000006439","850384","HTL1","YCR020W-B"
"YIL127C","S000001389","854679","RRT14","YIL127C"
"YDR368W","S000002776","851974","YPR1","YDR368W"
"YBL021C","S000000117","852260","HAP3","YBL021C"
"YOR368W","S000005895","854550","RAD17","YOR368W"
"YER129W","S000000931","856866","SAK1","YER129W"
"YMR042W","S000004645","855059","ARG80","YMR042W"
"YKL070W","S000001553","853793",NA,"YKL070W"
"YHR147C","S000001190","856552","MRPL6","YHR147C"
"YOR231W","S000005757","854406","MKK1","YOR231W"
"YHR085W","S000001127","856485","IPI1","YHR085W"
"YLR402W","S000004394",NA,NA,NA
"YPR117W","S000006321","856233",NA,"YPR117W"
"YLL032C","S000003955","850627",NA,"YLL032C"
"YKL194C","S000001677","853640","MST1","YKL194C"
"YDR138W","S000002545","851716","HPR1","YDR138W"
"YLR071C","S000004061","850760","RGR1","YLR071C"
"YFR035C","S000001931","850595",NA,"YFR035C"
"YKR051W","S000001759","853925",NA,"YKR051W"
"YKR044W","S000001752","853918","UIP5","YKR044W"
"YGR036C","S000003268","852924","CAX4","YGR036C"
"YJL100W","S000003636","853345","LSB6","YJL100W"
"YOR061W","S000005587","854227","CKA2","YOR061W"
"YAL063C","S000000059","851236","FLO9","YAL063C"
"YER180C-A","S000028437","856928","SLO1","YER180C-A"
"YJR009C","S000003769","853465","TDH2","YJR009C"
"YLR066W","S000004056","850755","SPC3","YLR066W"
"YGL235W","S000003204","852615",NA,"YGL235W"
"YOL087C","S000005447","854066","DUF1","YOL087C"
"YAR042W","S000000081","851286","SWH1","YAR042W"
"YML080W","S000004545","854895","DUS1","YML080W"
"YPL129W","S000006050","855974","TAF14","YPL129W"
"YOR079C","S000005605","854246","ATX2","YOR079C"
"YLR243W","S000004233","850944","GPN3","YLR243W"
"YDR529C","S000002937","852142","QCR7","YDR529C"
"YGL139W","S000003107","852738","FLC3","YGL139W"
"YAR019C","S000000072","851274","CDC15","YAR019C"
"YJR153W","S000003914","853618","PGU1","YJR153W"
"YJL180C","S000003716","853259","ATP12","YJL180C"
"YOR212W","S000005738","854387","STE4","YOR212W"
"YGR294W","S000003526","853210","PAU12","YGR294W"
"YBR109C","S000000313","852406","CMD1","YBR109C"
"YPR072W","S000006276","856186","NOT5","YPR072W"
"YER094C","S000000896","856830","PUP3","YER094C"
"YMR325W","S000004944","855375","PAU19","YMR325W"
"YML006C","S000004465","855006","GIS4","YML006C"
"YFR025C","S000001921","850581","HIS2","YFR025C"
"YGR116W","S000003348","853011","SPT6","YGR116W"
"YGR181W","S000003413","853093","TIM13","YGR181W"
"YGL217C","S000003185",NA,NA,NA
"YIL006W","S000001268","854811","YIA6","YIL006W"
"YLR081W","S000004071","850770","GAL2","YLR081W"
"YGR170W","S000003402","853080","PSD2","YGR170W"
"YGR157W","S000003389","853061","CHO2","YGR157W"
"YDR440W","S000002848","852050","DOT1","YDR440W"
"YOL012C","S000005372","854150","HTZ1","YOL012C"
"YOR130C","S000005656","854297","ORT1","YOR130C"
"YCR092C","S000000688","850454","MSH3","YCR092C"
"YLR317W","S000004309",NA,NA,NA
"YBR111W-A","S000028510","1466445","SUS1","YBR111W-A"
"YPL019C","S000005940","856088","VTC3","YPL019C"
"YNL213C","S000005157","855508","RRG9","YNL213C"
"YNL147W","S000005091","855575","LSM7","YNL147W"
"YGR101W","S000003333","852993","PCP1","YGR101W"
"YMR088C","S000004694","855113","VBA1","YMR088C"
"YJL124C","S000003660","853318","LSM1","YJL124C"
"YHR214W","S000001257","856621",NA,"YAR066W"
"YHR214W","S000001257","856621",NA,"YHR214W"
"YLR047C","S000004037","850736","FRE8","YLR047C"
"YKR103W","S000001811","853978","NFT1","YKR103W"
"YJL020C","S000003557","853433","BBC1","YJL020C"
"YLR383W","S000004375","851099","SMC6","YLR383W"
"YGR282C","S000003514","853199","BGL2","YGR282C"
"YLL019W-A","S000028670",NA,NA,NA
"YHR157W","S000001200","856562","REC104","YHR157W"
"YFL005W","S000001889","850543","SEC4","YFL005W"
"YIL065C","S000001327","854745","FIS1","YIL065C"
"YIL096C","S000001358","854711","BMT5","YIL096C"
"YGL025C","S000002993","852860","PGD1","YGL025C"
"YDR200C","S000002608","851781","VPS64","YDR200C"
"YDL155W","S000002314","851400","CLB3","YDL155W"
"YCL029C","S000000534","850328","BIK1","YCL029C"
"YDR462W","S000002870","852073","MRPL28","YDR462W"
"YDR433W","S000002841",NA,NA,NA
"YHR043C","S000001085","856439","DOG2","YHR043C"
"YHR186C","S000001229","856593","KOG1","YHR186C"
"YGR126W","S000003358","853027",NA,"YGR126W"
"YOR229W","S000005755","854404","WTM2","YOR229W"
"YOL028C","S000005388","854129","YAP7","YOL028C"
"YJL072C","S000003608","853373","PSF2","YJL072C"
"YMR266W","S000004879","855308","RSN1","YMR266W"
"YIL095W","S000001357","854713","PRK1","YIL095W"
"YNL035C","S000004980","855695",NA,"YNL035C"
"YPL081W","S000006002","856024","RPS9A","YPL081W"
"YPL115C","S000006036","855988","BEM3","YPL115C"
"YOR166C","S000005692","854337","SWT1","YOR166C"
"YBL037W","S000000133","852243","APL3","YBL037W"
"YCL043C","S000000548","850314","PDI1","YCL043C"
"YBL005W","S000000101","852278","PDR3","YBL005W"
"YHR151C","S000001194","856556","MTC6","YHR151C"
"YJL225C","S000003760","853231",NA,"YJL225C"
"YPL028W","S000005949","856079","ERG10","YPL028W"
"YPL016W","S000005937","856091","SWI1","YPL016W"
"YNL012W","S000004957","855720","SPO1","YNL012W"
"YOL149W","S000005509","854016","DCP1","YOL149W"
"YDR300C","S000002708","851894","PRO1","YDR300C"
"YML057W","S000004521","854946","CMP2","YML057W"
"YLR467W","S000004459","851189","YRF1-5","YDR545W"
"YLR467W","S000004459","851189","YRF1-5","YLR467W"
"YLR467W","S000004459","851189","YRF1-5","YOR396W"
"YDR094W","S000002501",NA,NA,NA
"YIL128W","S000001390","854678","MET18","YIL128W"
"YJL214W","S000003750","853216","HXT8","YJL214W"
"YJL178C","S000003714","853261","ATG27","YJL178C"
"YNR054C","S000005337","855790","ESF2","YNR054C"
"YHL023C","S000001015","856362","NPR3","YHL023C"
"YDL178W","S000002337","851376","DLD2","YDL178W"
"YCL005W-A","S000028508","2732686","VMA9","YCL005W-A"
"YNR016C","S000005299","855750","ACC1","YNR016C"
"YEL010W","S000000736",NA,NA,NA
"YMR067C","S000004671","855089","UBX4","YMR067C"
"YNR042W","S000005325",NA,NA,NA
"YGL137W","S000003105","852740","SEC27","YGL137W"
"YBR165W","S000000369","852463","UBS1","YBR165W"
"YMR127C","S000004734","855157","SAS2","YMR127C"
"YIL156W-B","S000028511","3628034",NA,"YIL156W-B"
"YMR033W","S000004636","855049","ARP9","YMR033W"
"YOR297C","S000005823","854472","TIM18","YOR297C"
"YBL023C","S000000119","852258","MCM2","YBL023C"
"YHR111W","S000001153","856511","UBA4","YHR111W"
"YNL045W","S000004990","855682","LAP2","YNL045W"
"YGL056C","S000003024","852824","SDS23","YGL056C"
"YMR163C","S000004773","855198","INP2","YMR163C"
"YDR311W","S000002719","851906","TFB1","YDR311W"
"YJR042W","S000003803","853499","NUP85","YJR042W"
"YNL052W","S000004997","855675","COX5A","YNL052W"
"YNR032C-A","S000007251","855767","HUB1","YNR032C-A"
"YPL244C","S000006165","855832","HUT1","YPL244C"
"YML025C","S000004487","854983","YML6","YML025C"
"YLR140W","S000004130",NA,NA,NA
"YGR188C","S000003420","853100","BUB1","YGR188C"
"YJR092W","S000003852","853554","BUD4","YJR092W"
"YML046W","S000004509","854960","PRP39","YML046W"
"YDR424C","S000002832","852034","DYN2","YDR424C"
"YJL062W-A","S000007611","853383","COA3","YJL062W-A"
"YLR193C","S000004183","850890","UPS1","YLR193C"
"YLR026C","S000004016","850713","SED5","YLR026C"
"YGR175C","S000003407","853086","ERG1","YGR175C"
"YBL006W-A","S000028596",NA,NA,NA
"YJL126W","S000003662","853316","NIT2","YJL126W"
"YNL259C","S000005203","855462","ATX1","YNL259C"
"YKL047W","S000001530","853819","ANR2","YKL047W"
"YDR180W","S000002588","851761","SCC2","YDR180W"
"YPL261C","S000006182","855868",NA,NA
"YJL221C","S000003757","853235","IMA4","YIL172C"
"YJL221C","S000003757","853235","IMA4","YJL221C"
"YCL004W","S000000510","850352","PGS1","YCL004W"
"YLR063W","S000004053","850752","BMT6","YLR063W"
"YKR098C","S000001806","853973","UBP11","YKR098C"
"YDR411C","S000002819","852020","DFM1","YDR411C"
"YDR193W","S000002601",NA,NA,NA
"YLR263W","S000004253","850968","RED1","YLR263W"
"YHR074W","S000001116","856473","QNS1","YHR074W"
"YLR110C","S000004100","850800","CCW12","YLR110C"
"YOR137C","S000005663","854305","SIA1","YOR137C"
"YJL175W","S000003711",NA,NA,NA
"YDR079W","S000002486","851651","PET100","YDR079W"
"YPL103C","S000006024","856001","FMP30","YPL103C"
"YBL008W-A","S000028529","1466442",NA,"YBL008W-A"
"YMR112C","S000004718","855139","MED11",NA
