"ORF","SGD","ENTREZID","GENENAME","ENSEMBL"
"YJR022W","S000003783","853479","LSM8","YJR022W"
"YGL087C","S000003055","852793","MMS2","YGL087C"
"YER039C","S000000841","856761","HVG1","YER039C"
"YOR287C","S000005813","854461","RRP36","YOR287C"
"YLR072W","S000004062","850761","LAM6","YLR072W"
"YMR055C","S000004659","855077","BUB2","YMR055C"
"YAL032C","S000000030","851201","PRP45","YAL032C"
"YBL113W-A","S000028599",NA,NA,NA
"YNL266W","S000005210",NA,NA,NA
"YBL113C","S000002153","852159",NA,"YBL113C"
"YBL061C","S000000157","852218","SKT5","YBL061C"
"YMR182C","S000004794","855220","RGM1","YMR182C"
"YLR225C","S000004215","850922",NA,"YLR225C"
"YHR104W","S000001146","856504","GRE3","YHR104W"
"YNL006W","S000004951","855726","LST8","YNL006W"
"YMR063W","S000004667","855085","RIM9","YMR063W"
"YLR038C","S000004028","850727","COX12","YLR038C"
"YLR283W","S000004273","850988",NA,"YLR283W"
"YMR098C","S000004704","855123","ATP25","YMR098C"
"YAL002W","S000000002","851261","VPS8","YAL002W"
"YDL133W","S000002291","851423","SRF1","YDL133W"
"YBR232C","S000000436",NA,NA,NA
"YNL095C","S000005039","855629",NA,"YNL095C"
"YLR266C","S000004256","850971","PDR8","YLR266C"
"YMR100W","S000004706","855126","MUB1","YMR100W"
"YMR036C","S000004639","855052","MIH1","YMR036C"
"YNL146W","S000005090","855576",NA,"YNL146W"
"YBR196C-B","S000028816","1466448",NA,"YBR196C-B"
"YGR003W","S000003235","852886","CUL3","YGR003W"
"YIL019W","S000001281","854793","FAF1","YIL019W"
"YNL026W","S000004971","855705","SAM50","YNL026W"
"YER182W","S000000984","856931","FMP10","YER182W"
"YAL015C","S000000013","851218","NTG1","YAL015C"
"YFL041W","S000001853","850502","FET5","YFL041W"
"YOR236W","S000005762","854411","DFR1","YOR236W"
"YGL203C","S000003171","852670","KEX1","YGL203C"
"YDL137W","S000002296","851418","ARF2","YDL137W"
"YDR329C","S000002737","851929","PEX3","YDR329C"
"YBR224W","S000000428",NA,NA,NA
"YOR110W","S000005636","854277","TFC7","YOR110W"
"YLR321C","S000004313","851032","SFH1","YLR321C"
"YFL034W","S000001860","850510","MIL1","YFL034W"
"YPL195W","S000006116","855906","APL5","YPL195W"
"YDL138W","S000002297","851417","RGT2","YDL138W"
"YFL027C","S000001867","850517","GYP8","YFL027C"
"YDL216C","S000002375","851310","RRI1","YDL216C"
"YDL045C","S000002203","851516","FAD1","YDL045C"
"YKL055C","S000001538","853810","OAR1","YKL055C"
"YOR037W","S000005563","854202","CYC2","YOR037W"
"YHR018C","S000001060","856411","ARG4","YHR018C"
"YBR037C","S000000241","852325","SCO1","YBR037C"
"YDR049W","S000002456","851618","VMS1","YDR049W"
"YBL080C","S000000176","852198","PET112","YBL080C"
"YML002W","S000004461","855011",NA,"YML002W"
"YBR211C","S000000415","852512","AME1","YBR211C"
"YFR047C","S000001943","850608","BNA6","YFR047C"
"YLR219W","S000004209","850916","MSC3","YLR219W"
"YOR042W","S000005568","854206","CUE5","YOR042W"
"YML038C","S000004502","854970","YMD8","YML038C"
"YBR138C","S000000342","852435",NA,"YBR138C"
"YGR255C","S000003487","853170","COQ6","YGR255C"
"YLR135W","S000004125","850826","SLX4","YLR135W"
"YHR028C","S000001070","856423","DAP2","YHR028C"
"YHR054C","S000001096","856451",NA,"YHR054C"
"YER143W","S000000945","856886","DDI1","YER143W"
"YBR101C","S000000305","852397","FES1","YBR101C"
"YAL042W","S000000040","851256","ERV46","YAL042W"
"YJR134C","S000003895","853598","SGM1","YJR134C"
"YLR101C","S000004091",NA,NA,NA
"YDR076W","S000002483","851648","RAD55","YDR076W"
"YJL015C","S000003552",NA,NA,NA
"YIL153W","S000001415","854653","RRD1","YIL153W"
"YNL097W-A","S000028700",NA,NA,NA
"YBR235W","S000000439","852537","VHC1","YBR235W"
"YLL043W","S000003966","850683","FPS1","YLL043W"
"YLR458W","S000004450",NA,NA,NA
"YFL009W","S000001885","850539","CDC4","YFL009W"
"YJR082C","S000003842","853544","EAF6","YJR082C"
"YOL064C","S000005425","854090","MET22","YOL064C"
"YER073W","S000000875","856804","ALD5","YER073W"
"YMR190C","S000004802","855228","SGS1","YMR190C"
"YOR163W","S000005689","854334","DDP1","YOR163W"
"YLR371W","S000004363","851086","ROM2","YLR371W"
"YLR099W-A","S000007618","850789","MIM2","YLR099W-A"
"YDL108W","S000002266","851450","KIN28","YDL108W"
"YOL130W","S000005490","853990","ALR1","YOL130W"
"YAL051W","S000000048","851247","OAF1","YAL051W"
"YKL145W","S000001628","853712","RPT1","YKL145W"
"YCR009C","S000000602","850367","RVS161","YCR009C"
"YOR007C","S000005533","854168","SGT2","YOR007C"
"YML028W","S000004490","854980","TSA1","YML028W"
"YDR347W","S000002755","851948","MRP1","YDR347W"
"YKL176C","S000001659","853678","LST4","YKL176C"
"YGL047W","S000003015","852835","ALG13","YGL047W"
"YGR284C","S000003516","853201","ERV29","YGR284C"
"YGR012W","S000003244","852895","MCY1","YGR012W"
"YOR344C","S000005871","854525","TYE7","YOR344C"
"YGL007W","S000002975","852877","BRP1",NA
"YLR147C","S000004137","850839","SMD3","YLR147C"
"YHR090C","S000001132","856490","YNG2","YHR090C"
"YCR046C","S000000642","850413","IMG1","YCR046C"
"YDR344C","S000002752","851945",NA,NA
"YDL002C","S000002160","851562","NHP10","YDL002C"
"YIL074C","S000001336","854736","SER33","YIL074C"
"YJR126C","S000003887","853590","VPS70","YJR126C"
"YJL068C","S000003604","853377",NA,"YJL068C"
"YPR082C","S000006286","856197","DIB1","YPR082C"
"YBR281C","S000000485","852584","DUG2","YBR281C"
"YJR100C","S000003861","853563","AIM25","YJR100C"
"YDL166C","S000002325","851388","FAP7","YDL166C"
"YOR228C","S000005754","854403","MCP1","YOR228C"
"YGR069W","S000003301",NA,NA,NA
"YPL104W","S000006025","856000","MSD1","YPL104W"
"YPL001W","S000005922","856106","HAT1","YPL001W"
"YGL124C","S000003092","852753","MON1","YGL124C"
"YNL326C","S000005270","855390","PFA3","YNL326C"
"YBR233W","S000000437","852533","PBP2","YBR233W"
"YDL027C","S000002185","851535","MRX9","YDL027C"
"YIL085C","S000001347","854724","KTR7","YIL085C"
"YBR297W","S000000501","852600","MAL33","YBR297W"
"YLR199C","S000004189","850896","PBA1","YLR199C"
"YLR382C","S000004374","851098","NAM2","YLR382C"
"YCL041C","S000000546",NA,NA,NA
"YBR132C","S000000336","852429","AGP2","YBR132C"
"YML029W","S000004491","854979","USA1","YML029W"
"YKR105C","S000001813","853980","VBA5","YKR105C"
"YAR019W-A","S000028735",NA,NA,NA
"YGL015C","S000002983","852869",NA,"YGL015C"
"YOR371C","S000005898","854553","GPB1","YOR371C"
"YGR251W","S000003483","853166","NOP19","YGR251W"
"YIL012W","S000001274","854803",NA,NA
"YOR106W","S000005632","854273","VAM3","YOR106W"
"YJL045W","S000003581","853405",NA,"YJL045W"
"YIR022W","S000001461","854840","SEC11","YIR022W"
"YCL026C-A","S000000589","850332","FRM2","YCL026C-A"
"YNR033W","S000005316","855768","ABZ1","YNR033W"
"YLR256W","S000004246","850958","HAP1","YLR256W"
"YML041C","S000004505","854966","VPS71","YML041C"
"YOL141W","S000005501","854024","PPM2","YOL141W"
"YKR005C","S000001713","853874",NA,"YKR005C"
"YKL160W","S000001643","853697","ELF1","YKL160W"
"YBR259W","S000000463","852562",NA,"YBR259W"
"YOR041C","S000005567",NA,NA,NA
"YPL162C","S000006083","855941",NA,"YPL162C"
"YGR233C","S000003465","853148","PHO81","YGR233C"
"YDR032C","S000002439","851596","PST2","YDR032C"
"YDR514C","S000002922","852126",NA,"YDR514C"
"YGR237C","S000003469","853152",NA,"YGR237C"
"YHL034W-A","S000028774",NA,NA,NA
"YNR039C","S000005322","855775","ZRG17","YNR039C"
"YOR149C","S000005675","854320","SMP3","YOR149C"
"YGR281W","S000003513","853198","YOR1","YGR281W"
"YDR003W-A","S000028819","1466432",NA,"YDR003W-A"
"YDR066C","S000002473","851638","RTR2","YDR066C"
"YPR055W","S000006259","856168","SEC8","YPR055W"
"YPR134W","S000006338","856253","MSS18","YPR134W"
"YOL137W","S000005497","853983","BSC6","YOL137W"
"YBR151W","S000000355","852448","APD1","YBR151W"
"YBL058W","S000000154","852222","SHP1","YBL058W"
"YBR276C","S000000480","852579","PPS1","YBR276C"
"YDR132C","S000002539","851710",NA,"YDR132C"
"YOR076C","S000005602","854243","SKI7","YOR076C"
"YBR152W","S000000356","852449","SPP381","YBR152W"
"YBR176W","S000000380","852474","ECM31","YBR176W"
"YDL072C","S000002230","851487","YET3","YDL072C"
"YJR018W","S000003779",NA,NA,NA
"YDL105W","S000002263","851453","NSE4","YDL105W"
"YLR422W","S000004414","851141","DCK1","YLR422W"
"YDR330W","S000002738","851930","UBX5","YDR330W"
"YLR067C","S000004057","850756","PET309","YLR067C"
"YCL021W-A","S000007549","850338",NA,"YCL021W-A"
"YLR078C","S000004068","850767","BOS1","YLR078C"
"YOL135C","S000005495","853985","MED7","YOL135C"
"YNL084C","S000005028","855640","END3","YNL084C"
"YER075C","S000000877","856807","PTP3","YER075C"
"YLR087C","S000004077","850776","CSF1","YLR087C"
"YGR271W","S000003503","853187","SLH1","YGR271W"
"YEL009C-A","S000028741","31009438",NA,NA
"YJR140C","S000003901","853605","HIR3","YJR140C"
"YOL116W","S000005476","854033","MSN1","YOL116W"
"YLR077W","S000004067","850766","FMP25","YLR077W"
"YJL127C","S000003663","853315","SPT10","YJL127C"
"YOR077W","S000005603","854244","RTS2","YOR077W"
"YMR224C","S000004837","855264","MRE11","YMR224C"
"YPR199C","S000006403","856329","ARR1","YPR199C"
"YMR029C","S000004631","855044","FAR8","YMR029C"
"YER133W","S000000935","856870","GLC7","YER133W"
"YDR453C","S000002861","852064","TSA2","YDR453C"
"YIL002C","S000001264","854815","INP51","YIL002C"
"YDR268W","S000002676","851861","MSW1","YDR268W"
"YGR267C","S000003499","853183","FOL2","YGR267C"
"YIR028W","S000001467","854846","DAL4","YIR028W"
"YDR242W","S000002650","851829","AMD2","YDR242W"
"YDL154W","S000002313","851401","MSH5","YDL154W"
"YER091C","S000000893","856825","MET6","YER091C"
"YOR010C","S000005536","854174","TIR2","YOR010C"
"YGR086C","S000003318","852977","PIL1","YGR086C"
"YPR005C","S000006209","856113","HAL1","YPR005C"
"YJR135C","S000003896","853599","MCM22","YJR135C"
"YIL170W","S000001432","854636","HXT12",NA
"YGR197C","S000003429","853111","SNG1","YGR197C"
"YGL063W","S000003031","852817","PUS2","YGL063W"
"YGR121C","S000003353","853019","MEP1","YGR121C"
"YMR158W","S000004767","855190","MRPS8","YMR158W"
"YGR100W","S000003332","852992","MDR1","YGR100W"
"YMR157C","S000004766","855189","AIM36","YMR157C"
"YMR153W","S000004762","855184","NUP53","YMR153W"
"YHR011W","S000001053","856402","DIA4","YHR011W"
"YDR203W","S000002611",NA,NA,NA
"YFR017C","S000001913","850572","IGD1","YFR017C"
"YNR062C","S000005345","855799",NA,"YNR062C"
"YDR131C","S000002538","851709",NA,"YDR131C"
"YBR256C","S000000460","852559","RIB5","YBR256C"
"YGL240W","S000003209","852611","DOC1","YGL240W"
"YLR100W","S000004090","850790","ERG27","YLR100W"
"YLR020C","S000004010","850707","YEH2","YLR020C"
"YER100W","S000000902","856837","UBC6","YER100W"
"YBR093C","S000000297","852390","PHO5","YBR093C"
"YHL038C","S000001030","856347","CBP2","YHL038C"
"YHR178W","S000001221","856583","STB5","YHR178W"
"YPL157W","S000006078","855946","TGS1","YPL157W"
"YMR066W","S000004670","855088","SOV1","YMR066W"
"YIR037W","S000001476","854855","HYR1","YIR037W"
"YDR363W-A","S000007235","851967","SEM1","YDR363W-A"
"YOL070C","S000005431","854084","NBA1","YOL070C"
"YLR034C","S000004024","850721","SMF3","YLR034C"
"YPL065W","S000005986","856040","VPS28","YPL065W"
"YHR008C","S000001050","856399","SOD2","YHR008C"
"YJL112W","S000003648","853332","MDV1","YJL112W"
"YJR033C","S000003794","853490","RAV1","YJR033C"
"YJR128W","S000003889","853591",NA,NA
"YLR028C","S000004018","850715","ADE16","YLR028C"
"YBL103C","S000000199","852171","RTG3","YBL103C"
"YJR131W","S000003892","853595","MNS1","YJR131W"
"YMR268C","S000004881","855310","PRP24","YMR268C"
"YDR166C","S000002573","851744","SEC5","YDR166C"
"YBL105C","S000000201","852169","PKC1","YBL105C"
"YDR227W","S000002635","851813","SIR4","YDR227W"
"YNL041C","S000004986","855687","COG6","YNL041C"
"YBR126C","S000000330","852423","TPS1","YBR126C"
"YER079C-A","S000028751",NA,NA,NA
"YMR064W","S000004668","855086","AEP1","YMR064W"
"YPL152W","S000006073","855951","RRD2","YPL152W"
"YDR511W","S000002919","852123","SDH7","YDR511W"
"YHR091C","S000001133","856491","MSR1","YHR091C"
"YOR374W","S000005901","854556","ALD4","YOR374W"
"YOR380W","S000005907","854562","RDR1","YOR380W"
"YCL026C-B","S000007548","850331","HBN1","YCL026C-B"
"YNL297C","S000005241","855420","MON2","YNL297C"
"YAL017W","S000000015","851216","PSK1","YAL017W"
"YDR478W","S000002886","852089","SNM1","YDR478W"
"YOR030W","S000005556","854195","DFG16","YOR030W"
"YKR007W","S000001715","853876","MEH1","YKR007W"
"YJL006C","S000003543","853450","CTK2","YJL006C"
"YNL011C","S000004956","855721",NA,"YNL011C"
"YHL032C","S000001024","856353","GUT1","YHL032C"
"YJR102C","S000003863","853566","VPS25","YJR102C"
"YKL005C","S000001488","853865","BYE1","YKL005C"
"YKL162C","S000001645","853695",NA,"YKL162C"
"YBL086C","S000000182","852192",NA,"YBL086C"
"YAR027W","S000000075","851279","UIP3","YAR027W"
"YPL224C","S000006145","855877","MMT2","YPL224C"
"YLR039C","S000004029","850728","RIC1","YLR039C"
"YDR363W","S000002771","851965","ESC2","YDR363W"
"YDR183W","S000002591","851764","PLP1","YDR183W"
"YDL005C","S000002163","851559","MED2","YDL005C"
"YOL069W","S000005430","854085","NUF2","YOL069W"
"YIR003W","S000001442","854819","AIM21","YIR003W"
"YNR011C","S000005294","855745","PRP2","YNR011C"
"YNR063W","S000005346","855800",NA,"YNR063W"
"YGR139W","S000003371",NA,NA,NA
"YDL109C","S000002267","851449",NA,"YDL109C"
"YOR336W","S000005863","854514","KRE5","YOR336W"
"YGL218W","S000003186",NA,NA,NA
"YPR003C","S000006207","856111",NA,"YPR003C"
"YOL032W","S000005392","854125","OPI10","YOL032W"
"YLR001C","S000003991","850687",NA,"YLR001C"
"YCL001W-B","S000007596","850356",NA,"YCL001W-B"
"YLL001W","S000003924","850686","DNM1","YLL001W"
"YIL084C","S000001346","854725","SDS3","YIL084C"
"YGL037C","S000003005","852846","PNC1","YGL037C"
"YPL071C","S000005992","856034",NA,"YPL071C"
"YDR486C","S000002894","852097","VPS60","YDR486C"
"YBR279W","S000000483","852582","PAF1","YBR279W"
"YOL085C","S000005445","854069",NA,NA
"YKL125W","S000001608","853734","RRN3","YKL125W"
"YBR203W","S000000407","852502","COS111","YBR203W"
"YLR395C","S000004387","851111","COX8","YLR395C"
"YOR195W","S000005721","854370","SLK19","YOR195W"
"YNL271C","S000005215","855450","BNI1","YNL271C"
"YBR260C","S000000464","852563","RGD1","YBR260C"
"YPL176C","S000006097","855927","TRE1","YPL176C"
"YPR131C","S000006335","856249","NAT3","YPR131C"
"YBL071C","S000000167","852208",NA,"YBL071C"
"YMR216C","S000004829","855256","SKY1","YMR216C"
"YHR102W","S000001144","856502","KIC1","YHR102W"
"YGL114W","S000003082","852764",NA,"YGL114W"
"YOR337W","S000005864","854515","TEA1","YOR337W"
"YGL034C","S000003002","852849",NA,NA
"YPR202W","S000006406","856332",NA,"YPR202W"
"YDL248W","S000002407","851348","COS7","YDL248W"
"YHR179W","S000001222","856584","OYE2","YHR179W"
"YAR068W","S000000091","851296",NA,"YAR068W"
"YAL004W","S000002136",NA,NA,NA
"YNL260C","S000005204","855461","LTO1","YNL260C"
"YML010W","S000004470","854999","SPT5","YML010W"
"YBR255C-A","S000007649","852558","RCF3","YBR255C-A"
"YGR247W","S000003479","853162","CPD1","YGR247W"
"YMR234W","S000004847","855274","RNH1","YMR234W"
"YER046W-A","S000028747",NA,NA,NA
"YDL238C","S000002397","851360","GUD1","YDL238C"
"YNL099C","S000005043","855624","OCA1","YNL099C"
"YGR167W","S000003399","853077","CLC1","YGR167W"
"YLR046C","S000004036","850735",NA,"YLR046C"
"YGL013C","S000002981","852871","PDR1","YGL013C"
"YBR287W","S000000491","852590",NA,"YBR287W"
"YGL066W","S000003034","852814","SGF73","YGL066W"
"YMR013C-A","S000028847",NA,NA,NA
"YMR246W","S000004860","855288","FAA4","YMR246W"
"YJL063C","S000003599","853382","MRPL8","YJL063C"
"YJL204C","S000003740","853226","RCY1","YJL204C"
"YNL079C","S000005023","855645","TPM1","YNL079C"
"YOR263C","S000005789",NA,NA,NA
"YEL061C","S000000787","856648","CIN8","YEL061C"
"YKR030W","S000001738","853901","GMH1","YKR030W"
"YFR041C","S000001937","850602","ERJ5","YFR041C"
"YML014W","S000004476","854994","TRM9","YML014W"
"YBR027C","S000000231","852315",NA,"YBR027C"
"YNL021W","S000004966","855710","HDA1","YNL021W"
"YCR024C","S000000618","850388","SLM5","YCR024C"
"YMR097C","S000004703","855122","MTG1","YMR097C"
"YLR182W","S000004172","850879","SWI6","YLR182W"
"YGR161C","S000003393","853065","RTS3","YGR161C"
"YGR289C","S000003521","853207","MAL11","YGR289C"
"YMR095C","S000004701","855120","SNO1","YMR095C"
"YOR165W","S000005691","854336","SEY1","YOR165W"
"YKL149C","S000001632","853708","DBR1","YKL149C"
"YPL084W","S000006005","856021","BRO1","YPL084W"
"YJL092W","S000003628","853353","SRS2","YJL092W"
"YPR142C","S000006346",NA,NA,NA
"YJL139C","S000003675","853302","YUR1","YJL139C"
"YDR017C","S000002424","851580","KCS1","YDR017C"
"YOR196C","S000005722","854371","LIP5","YOR196C"
"YLL063C","S000003986","850663","AYT1","YLL063C"
"YOL126C","S000005486","853994","MDH2","YOL126C"
"YOR285W","S000005811","854459","RDL1","YOR285W"
"YNL103W","S000005047","855620","MET4",NA
"YHR119W","S000001161","856519","SET1","YHR119W"
"YMR228W","S000004841","855268","MTF1","YMR228W"
"YOL140W","S000005500","854025","ARG8","YOL140W"
"YKL218C","S000001701","853662","SRY1","YKL218C"
"YPL216W","S000006137","855885",NA,"YPL216W"
"YDL053C","S000002211","851507","PBP4","YDL053C"
"YCL042W","S000000547","850315",NA,"YCL042W"
"YDR090C","S000002497","851664",NA,"YDR090C"
"YDR491C","S000002899",NA,NA,NA
"YOR132W","S000005658","854300","VPS17","YOR132W"
"YGR091W","S000003323","852983","PRP31","YGR091W"
"YER012W","S000000814","856731","PRE1","YER012W"
"YDL073W","S000002231","851486","AHK1","YDL073W"
"YAL047W-A","S000028733",NA,NA,NA
"YNR008W","S000005291","855742","LRO1","YNR008W"
"YNR006W","S000005289","855739","VPS27","YNR006W"
"YBR186W","S000000390","852484","PCH2","YBR186W"
"YER136W","S000000938","856876","GDI1","YER136W"
"YDR517W","S000002925","852129","GRH1","YDR517W"
"YDR109C","S000002516","851687",NA,"YDR109C"
"YGR143W","S000003375","853045","SKN1","YGR143W"
"YGR004W","S000003236","852887","PEX31","YGR004W"
"YDR061W","S000002468","851633",NA,"YDR061W"
"YER169W","S000000971","856916","RPH1","YER169W"
"YDR105C","S000002512","851682","TMS1","YDR105C"
"YCR035C","S000000631","850401","RRP43","YCR035C"
"YDL074C","S000002232","851485","BRE1","YDL074C"
"YKR062W","S000001770","853936","TFA2","YKR062W"
"YNL054W","S000004999","855673","VAC7","YNL054W"
"YOL033W","S000005393","854124","MSE1","YOL033W"
"YDL165W","S000002324","851389","CDC36","YDL165W"
"YFR052W","S000001948","850613","RPN12","YFR052W"
"YGL086W","S000003054","852794","MAD1","YGL086W"
"YGR015C","S000003247","852898",NA,"YGR015C"
"YOL091W","S000005451","854062","SPO21","YOL091W"
"YAL016W","S000000014","851217","TPD3","YAL016W"
"YDR106W","S000002513","851683","ARP10","YDR106W"
"YLR269C","S000004259",NA,NA,NA
"YNL155W","S000005099","855567","CUZ1","YNL155W"
"YHR120W","S000001162","856520","MSH1","YHR120W"
"YPL100W","S000006021","856004","ATG21","YPL100W"
"YBR264C","S000000468","852567","YPT10","YBR264C"
"YDR139C","S000002546","851717","RUB1","YDR139C"
"YKL090W","S000001573","853772","CUE2","YKL090W"
"YDL030W","S000002188","851531","PRP9","YDL030W"
"YIL111W","S000001373","854695","COX5B",NA
"YBL059C-A","S000007488","852220","CMC2","YBL059C-A"
"YFL015W-A","S000028765",NA,NA,NA
"YGL079W","S000003047","852801","KXD1","YGL079W"
"YNL005C","S000004950","855727","MRP7","YNL005C"
"YOR347C","S000005874","854529","PYK2","YOR347C"
"YCR015C","S000000608","850373","CTO1","YCR015C"
"YOR239W","S000005765","854414","ABP140","YOR239W"
"YDR059C","S000002466","851631","UBC5","YDR059C"
"YPL140C","S000006061","855963","MKK2","YPL140C"
"YDL069C","S000002227","851491","CBS1","YDL069C"
"YBR223C","S000000427","852525","TDP1","YBR223C"
"YBR110W","S000000314","852407","ALG1","YBR110W"
"YNR001C","S000005284","855732","CIT1","YNR001C"
"YOL025W","S000005385","854133","LAG2","YOL025W"
"YMR092C","S000004698","855117","AIP1","YMR092C"
"YBL059W","S000000155","852221",NA,"YBL059W"
"YIL149C","S000001411","854657","MLP2","YIL149C"
"YKL165C","S000001648","853690","MCD4","YKL165C"
"YJR084W","S000003844","853546",NA,"YJR084W"
"YJR136C","S000003897","853601","TTI2","YJR136C"
"YDR457W","S000002865","852068","TOM1","YDR457W"
"YDR388W","S000002796","851996","RVS167","YDR388W"
"YPL118W","S000006039","855985","MRP51","YPL118W"
"YGR224W","S000003456","853139","AZR1","YGR224W"
"YJL005W","S000003542","853452","CYR1","YJL005W"
