"","target_orf","target","source_orf","source","interactor","min_peps","min_prob","min_crap_expt","pma_int"
"234","YER145C","FTR1","YEL013W","VAC8","Predicted",1,90,7,"Not A PMA1 Interactor"
"303","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,90,7,"Not A PMA1 Interactor"
"315","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"321","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"322","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"345","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,90,7,"Not A PMA1 Interactor"
"348","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"358","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"389","YHR005C","GPA1","YDL100C","GET3","Predicted",1,90,7,"Not A PMA1 Interactor"
"397","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,90,7,"Not A PMA1 Interactor"
"400","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"460","YHR108W","GGA2","YGL206C","CHC1","Literature",1,90,7,"Not A PMA1 Interactor"
"461","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"470","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,90,7,"Not A PMA1 Interactor"
"519","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"524","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,90,7,"Not A PMA1 Interactor"
"532","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"541","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,90,7,"PMA1 Interactor"
"562","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,90,7,"Not A PMA1 Interactor"
"608","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,90,7,"Not A PMA1 Interactor"
"651","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,90,7,"Not A PMA1 Interactor"
"700","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,90,7,"Not A PMA1 Interactor"
"714","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,90,7,"PMA1 Interactor"
"738","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"742","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,90,7,"Not A PMA1 Interactor"
"743","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,90,7,"Not A PMA1 Interactor"
"753","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"755","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"756","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"763","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"787","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"800","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,90,7,"Not A PMA1 Interactor"
"824","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,90,7,"Not A PMA1 Interactor"
"825","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,90,7,"Not A PMA1 Interactor"
"829","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,90,7,"Not A PMA1 Interactor"
"831","YJR045C","SSC1","YER145C","FTR1","Predicted",1,90,7,"Not A PMA1 Interactor"
"840","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"843","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,90,7,"Not A PMA1 Interactor"
"862","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"875","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"891","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"904","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,90,7,"Not A PMA1 Interactor"
"912","YJR109C","CPA2","YER086W","ILV1","Predicted",1,90,7,"Not A PMA1 Interactor"
"933","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"960","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"964","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,90,7,"Not A PMA1 Interactor"
"968","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"980","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"1017","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1062","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1066","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1079","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1080","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1091","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,90,7,"Not A PMA1 Interactor"
"1104","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,90,7,"Not A PMA1 Interactor"
"1177","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,90,7,"Not A PMA1 Interactor"
"1204","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,90,7,"Not A PMA1 Interactor"
"1264","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,90,7,"Not A PMA1 Interactor"
"1267","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1293","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1299","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1324","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1325","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1345","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1355","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1357","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1385","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1398","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1404","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1431","YML072C","TCB3","YER145C","FTR1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1457","YML120C","NDI1","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1476","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1480","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1501","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,90,7,"Not A PMA1 Interactor"
"1508","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1667","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1674","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1688","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1696","YMR296C","LCB1","YDR062W","LCB2","Literature",1,90,7,"Not A PMA1 Interactor"
"1718","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,90,7,"Not A PMA1 Interactor"
"1737","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1753","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"1764","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1786","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1807","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1832","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1838","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1840","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"1846","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1875","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1900","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1903","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,90,7,"Not A PMA1 Interactor"
"1928","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,90,7,"Not A PMA1 Interactor"
"1929","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1939","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1946","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,90,7,"Not A PMA1 Interactor"
"1977","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1979","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,90,7,"Not A PMA1 Interactor"
"1988","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,90,7,"Not A PMA1 Interactor"
"1999","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2009","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,90,7,"Not A PMA1 Interactor"
"2157","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2163","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2180","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2219","YPR156C","TPO3","YML072C","TCB3","Predicted",1,90,7,"Not A PMA1 Interactor"
"2224","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2226","YPR156C","TPO3","YER145C","FTR1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2242","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2256","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,90,7,"Not A PMA1 Interactor"
"2264","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,90,7,"Not A PMA1 Interactor"
"3","YBR080C","SEC18","YBL050W","SEC17","Literature",1,90,9,"Not A PMA1 Interactor"
"24","YBR127C","VMA2","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"32","YDL100C","GET3","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"67","YDL185W","VMA1","YBR025C","OLA1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"74","YDL185W","VMA1","YBR127C","VMA2","Co-complex",1,90,9,"Not A PMA1 Interactor"
"78","YDL185W","VMA1","YBR127C","VMA2","Literature",1,90,9,"Not A PMA1 Interactor"
"95","YDR099W","BMH2","YDR062W","LCB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"122","YDR190C","RVB1","YBR287W","YBR287W","Predicted",1,90,9,"Not A PMA1 Interactor"
"135","YDR190C","RVB1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"139","YDR190C","RVB1","YCR093W","CDC39","Predicted",1,90,9,"Not A PMA1 Interactor"
"145","YDR335W","MSN5","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"160","YDR508C","GNP1","YDL100C","GET3","Predicted",1,90,9,"Not A PMA1 Interactor"
"187","YDR508C","GNP1","YBR127C","VMA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"188","YDR508C","GNP1","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"194","YEL031W","SPF1","YCR012W","PGK1","Predicted",1,90,9,"Not A PMA1 Interactor"
"199","YER086W","ILV1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"202","YER086W","ILV1","YDR190C","RVB1","Predicted",1,90,9,"Not A PMA1 Interactor"
"220","YER145C","FTR1","YEL013W","VAC8","Predicted",1,90,9,"Not A PMA1 Interactor"
"251","YFL037W","TUB2","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"260","YFL037W","TUB2","YDR335W","MSN5","Predicted",1,90,9,"Not A PMA1 Interactor"
"267","YFL037W","TUB2","YBR079C","RPG1","Predicted",1,90,9,"Not A PMA1 Interactor"
"268","YFL037W","TUB2","YER086W","ILV1","Predicted",1,90,9,"Not A PMA1 Interactor"
"277","YFL037W","TUB2","YDR062W","LCB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"279","YFL037W","TUB2","YDR190C","RVB1","Predicted",1,90,9,"Not A PMA1 Interactor"
"297","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"307","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"308","YGL195W","GCN1","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"318","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"337","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,90,9,"Not A PMA1 Interactor"
"349","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"361","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"373","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"386","YHR005C","GPA1","YDL100C","GET3","Predicted",1,90,9,"Not A PMA1 Interactor"
"410","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,90,9,"Not A PMA1 Interactor"
"411","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"420","YHR064C","SSZ1","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"428","YHR064C","SSZ1","YDR508C","GNP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"433","YHR064C","SSZ1","YGR191W","HIP1","Predicted",1,90,9,"PMA1 Interactor"
"447","YHR064C","SSZ1","YDR457W","TOM1","Predicted",1,90,9,"Not A PMA1 Interactor"
"462","YHR108W","GGA2","YGL206C","CHC1","Literature",1,90,9,"Not A PMA1 Interactor"
"463","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,90,9,"Not A PMA1 Interactor"
"482","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"511","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"523","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,90,9,"Not A PMA1 Interactor"
"528","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"549","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,90,9,"PMA1 Interactor"
"563","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"596","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"613","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,90,9,"Not A PMA1 Interactor"
"614","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,90,9,"Not A PMA1 Interactor"
"618","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"623","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"641","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"669","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,90,9,"Not A PMA1 Interactor"
"677","YJR045C","SSC1","YER145C","FTR1","Predicted",1,90,9,"Not A PMA1 Interactor"
"678","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,90,9,"Not A PMA1 Interactor"
"693","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"729","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,90,9,"Not A PMA1 Interactor"
"731","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,90,9,"Not A PMA1 Interactor"
"778","YJR045C","SSC1","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"782","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"792","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,90,9,"Not A PMA1 Interactor"
"796","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,90,9,"Not A PMA1 Interactor"
"799","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,90,9,"Not A PMA1 Interactor"
"812","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,90,9,"PMA1 Interactor"
"828","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"841","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"856","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,90,9,"Not A PMA1 Interactor"
"859","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"878","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"896","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"902","YJR109C","CPA2","YER086W","ILV1","Predicted",1,90,9,"Not A PMA1 Interactor"
"914","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"928","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,90,9,"Not A PMA1 Interactor"
"948","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"952","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,90,9,"Not A PMA1 Interactor"
"974","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"986","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"992","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1025","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1027","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1064","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1067","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1084","YKL182W","FAS1","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1085","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,90,9,"Not A PMA1 Interactor"
"1086","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,90,9,"Not A PMA1 Interactor"
"1090","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1100","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1169","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,90,9,"Not A PMA1 Interactor"
"1190","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,90,9,"Not A PMA1 Interactor"
"1252","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1263","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,90,9,"Not A PMA1 Interactor"
"1280","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1281","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1304","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1311","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1336","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1340","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1344","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1377","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1379","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1381","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1393","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1401","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1417","YML072C","TCB3","YER145C","FTR1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1425","YML072C","TCB3","YCR012W","PGK1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1440","YML085C","TUB1","YFL037W","TUB2","Literature",1,90,9,"Not A PMA1 Interactor"
"1450","YML120C","NDI1","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1463","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,90,9,"Not A PMA1 Interactor"
"1473","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1483","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1509","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1657","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1677","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1685","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1704","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1711","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1742","YMR296C","LCB1","YDR062W","LCB2","Literature",1,90,9,"Not A PMA1 Interactor"
"1743","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,90,9,"Not A PMA1 Interactor"
"1760","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"1763","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1789","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1809","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1813","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1818","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1843","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1863","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"1867","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1873","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1897","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1902","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"1912","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1921","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,90,9,"Not A PMA1 Interactor"
"1938","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1944","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1953","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1964","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,90,9,"Not A PMA1 Interactor"
"1975","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,90,9,"Not A PMA1 Interactor"
"1982","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,90,9,"Not A PMA1 Interactor"
"1996","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2019","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,90,9,"Not A PMA1 Interactor"
"2026","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2032","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2034","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,90,9,"Not A PMA1 Interactor"
"2093","YPL237W","SUI3","YDR508C","GNP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2117","YPL237W","SUI3","YBR069C","TAT1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2118","YPL237W","SUI3","YBR079C","RPG1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"2121","YPL237W","SUI3","YOR260W","GCD1","Literature",1,90,9,"Not A PMA1 Interactor"
"2125","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,90,9,"PMA1 Interactor"
"2132","YPL237W","SUI3","YBR079C","RPG1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2133","YPL237W","SUI3","YOR260W","GCD1","Co-complex",1,90,9,"Not A PMA1 Interactor"
"2151","YPL237W","SUI3","YOR260W","GCD1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2166","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2174","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2190","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2194","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2200","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2210","YPR156C","TPO3","YML072C","TCB3","Predicted",1,90,9,"Not A PMA1 Interactor"
"2212","YPR156C","TPO3","YER145C","FTR1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2227","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,90,9,"Not A PMA1 Interactor"
"2262","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,90,9,"Not A PMA1 Interactor"
