"","target_orf","target","source_orf","source","interactor","min_peps","min_prob","min_crap_expt","pma_int"
"10","YBR080C","SEC18","YBL050W","SEC17","Literature",1,90,11,"Not A PMA1 Interactor"
"15","YBR127C","VMA2","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"40","YDL100C","GET3","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"55","YDL185W","VMA1","YBR025C","OLA1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"56","YDL185W","VMA1","YBR127C","VMA2","Literature",1,90,11,"Not A PMA1 Interactor"
"58","YDL185W","VMA1","YBR127C","VMA2","Co-complex",1,90,11,"Not A PMA1 Interactor"
"101","YDR099W","BMH2","YDR062W","LCB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"118","YDR190C","RVB1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"126","YDR190C","RVB1","YCR093W","CDC39","Predicted",1,90,11,"Not A PMA1 Interactor"
"137","YDR190C","RVB1","YBR287W","YBR287W","Predicted",1,90,11,"Not A PMA1 Interactor"
"147","YDR335W","MSN5","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"171","YDR508C","GNP1","YDL100C","GET3","Predicted",1,90,11,"Not A PMA1 Interactor"
"172","YDR508C","GNP1","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"182","YDR508C","GNP1","YBR127C","VMA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"192","YEL031W","SPF1","YCR012W","PGK1","Predicted",1,90,11,"Not A PMA1 Interactor"
"198","YER086W","ILV1","YDR190C","RVB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"212","YER086W","ILV1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"226","YER145C","FTR1","YEL013W","VAC8","Predicted",1,90,11,"Not A PMA1 Interactor"
"237","YFL037W","TUB2","YDR335W","MSN5","Predicted",1,90,11,"Not A PMA1 Interactor"
"257","YFL037W","TUB2","YDR062W","LCB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"258","YFL037W","TUB2","YBR079C","RPG1","Predicted",1,90,11,"Not A PMA1 Interactor"
"263","YFL037W","TUB2","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"280","YFL037W","TUB2","YER086W","ILV1","Predicted",1,90,11,"Not A PMA1 Interactor"
"281","YFL037W","TUB2","YDR190C","RVB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"284","YGL195W","GCN1","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"292","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"298","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"323","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"324","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"357","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"363","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"375","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"387","YHR005C","GPA1","YDL100C","GET3","Predicted",1,90,11,"Not A PMA1 Interactor"
"395","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"412","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,90,11,"Not A PMA1 Interactor"
"434","YHR064C","SSZ1","YGR191W","HIP1","Predicted",1,90,11,"PMA1 Interactor"
"438","YHR064C","SSZ1","YDR457W","TOM1","Predicted",1,90,11,"Not A PMA1 Interactor"
"441","YHR064C","SSZ1","YDR508C","GNP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"442","YHR064C","SSZ1","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"466","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,90,11,"Not A PMA1 Interactor"
"474","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"483","YHR108W","GGA2","YGL206C","CHC1","Literature",1,90,11,"Not A PMA1 Interactor"
"512","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"522","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,90,11,"Not A PMA1 Interactor"
"529","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,90,11,"PMA1 Interactor"
"537","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"558","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"570","YJL130C","URA2","YDR190C","RVB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"606","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"615","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,90,11,"Not A PMA1 Interactor"
"617","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,90,11,"Not A PMA1 Interactor"
"620","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,90,11,"Not A PMA1 Interactor"
"642","YJR045C","SSC1","YER145C","FTR1","Predicted",1,90,11,"Not A PMA1 Interactor"
"654","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"667","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"681","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,90,11,"Not A PMA1 Interactor"
"689","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"695","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,90,11,"Not A PMA1 Interactor"
"718","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"736","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"748","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,90,11,"Not A PMA1 Interactor"
"750","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,90,11,"Not A PMA1 Interactor"
"752","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"759","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,90,11,"Not A PMA1 Interactor"
"797","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,90,11,"Not A PMA1 Interactor"
"817","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,90,11,"PMA1 Interactor"
"826","YJR045C","SSC1","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"854","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"855","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"864","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,90,11,"Not A PMA1 Interactor"
"876","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"886","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"911","YJR109C","CPA2","YJL130C","URA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"916","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"924","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"937","YJR109C","CPA2","YER086W","ILV1","Predicted",1,90,11,"Not A PMA1 Interactor"
"946","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"965","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"984","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"989","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,90,11,"Not A PMA1 Interactor"
"990","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"1028","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1032","YKL010C","UFD4","YJL130C","URA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1036","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1069","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1071","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1089","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,90,11,"Not A PMA1 Interactor"
"1095","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,90,11,"Not A PMA1 Interactor"
"1098","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1123","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1125","YKL182W","FAS1","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1170","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,90,11,"Not A PMA1 Interactor"
"1191","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,90,11,"Not A PMA1 Interactor"
"1255","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1266","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,90,11,"Not A PMA1 Interactor"
"1274","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1279","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1295","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1302","YLR106C","MDN1","YJL130C","URA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1321","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1330","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1331","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1339","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1347","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1362","YLR347C","KAP95","YJL130C","URA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1365","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1374","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1396","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1407","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1416","YML072C","TCB3","YER145C","FTR1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1418","YML072C","TCB3","YCR012W","PGK1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1441","YML085C","TUB1","YFL037W","TUB2","Literature",1,90,11,"Not A PMA1 Interactor"
"1451","YML120C","NDI1","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1485","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1493","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,90,11,"Not A PMA1 Interactor"
"1500","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1503","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1650","YMR235C","RNA1","YJL130C","URA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1666","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1675","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1686","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1699","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1723","YMR296C","LCB1","YDR062W","LCB2","Literature",1,90,11,"Not A PMA1 Interactor"
"1732","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,90,11,"Not A PMA1 Interactor"
"1738","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1758","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"1769","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1787","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1794","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1837","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1841","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1849","YOR136W","IDH2","YJL130C","URA2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1855","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"1862","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1864","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1868","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1910","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"1911","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1923","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1924","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,90,11,"Not A PMA1 Interactor"
"1937","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,90,11,"Not A PMA1 Interactor"
"1943","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1948","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1961","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1963","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,90,11,"Not A PMA1 Interactor"
"1969","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,90,11,"Not A PMA1 Interactor"
"1972","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,90,11,"Not A PMA1 Interactor"
"1981","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2022","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,90,11,"Not A PMA1 Interactor"
"2037","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2038","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2062","YPL226W","NEW1","YOR136W","IDH2","Predicted",1,90,11,"Not A PMA1 Interactor"
"2065","YPL226W","NEW1","YIL142W","CCT2","Predicted",1,90,11,"Not A PMA1 Interactor"
"2073","YPL226W","NEW1","YDL055C","PSA1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2075","YPL226W","NEW1","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2082","YPL226W","NEW1","YPL106C","SSE1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2085","YPL226W","NEW1","YHR064C","SSZ1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2096","YPL237W","SUI3","YBR069C","TAT1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2097","YPL237W","SUI3","YBR079C","RPG1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2102","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,90,11,"PMA1 Interactor"
"2112","YPL237W","SUI3","YOR260W","GCD1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"2116","YPL237W","SUI3","YBR079C","RPG1","Co-complex",1,90,11,"Not A PMA1 Interactor"
"2129","YPL237W","SUI3","YDR508C","GNP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2141","YPL237W","SUI3","YOR260W","GCD1","Literature",1,90,11,"Not A PMA1 Interactor"
"2149","YPL237W","SUI3","YOR260W","GCD1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2159","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2170","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2182","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2209","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2211","YPR156C","TPO3","YML072C","TCB3","Predicted",1,90,11,"Not A PMA1 Interactor"
"2222","YPR156C","TPO3","YER145C","FTR1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2246","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2249","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,90,11,"Not A PMA1 Interactor"
"2260","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,90,11,"Not A PMA1 Interactor"
"8","YBR080C","SEC18","YBL050W","SEC17","Literature",1,90,13,"Not A PMA1 Interactor"
"18","YBR127C","VMA2","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"27","YDL100C","GET3","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"53","YDL185W","VMA1","YBR025C","OLA1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"81","YDL185W","VMA1","YBR127C","VMA2","Literature",1,90,13,"Not A PMA1 Interactor"
"89","YDL185W","VMA1","YBR127C","VMA2","Co-complex",1,90,13,"Not A PMA1 Interactor"
"102","YDR099W","BMH2","YDR062W","LCB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"108","YDR190C","RVB1","YBR287W","YBR287W","Predicted",1,90,13,"Not A PMA1 Interactor"
"130","YDR190C","RVB1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"131","YDR190C","RVB1","YCR093W","CDC39","Predicted",1,90,13,"Not A PMA1 Interactor"
"142","YDR335W","MSN5","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"152","YDR508C","GNP1","YDL100C","GET3","Predicted",1,90,13,"Not A PMA1 Interactor"
"156","YDR508C","GNP1","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"165","YDR508C","GNP1","YBR127C","VMA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"191","YEL031W","SPF1","YCR012W","PGK1","Predicted",1,90,13,"Not A PMA1 Interactor"
"204","YER086W","ILV1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"206","YER086W","ILV1","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"232","YER145C","FTR1","YEL013W","VAC8","Predicted",1,90,13,"Not A PMA1 Interactor"
"235","YFL037W","TUB2","YBR079C","RPG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"250","YFL037W","TUB2","YER086W","ILV1","Predicted",1,90,13,"Not A PMA1 Interactor"
"252","YFL037W","TUB2","YDR062W","LCB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"256","YFL037W","TUB2","YDR335W","MSN5","Predicted",1,90,13,"Not A PMA1 Interactor"
"259","YFL037W","TUB2","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"270","YFL037W","TUB2","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"294","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"296","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"299","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"317","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"331","YGL195W","GCN1","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"339","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"364","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"369","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"390","YHR005C","GPA1","YDL100C","GET3","Predicted",1,90,13,"Not A PMA1 Interactor"
"402","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"404","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,90,13,"Not A PMA1 Interactor"
"419","YHR064C","SSZ1","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"421","YHR064C","SSZ1","YDR508C","GNP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"426","YHR064C","SSZ1","YDR457W","TOM1","Predicted",1,90,13,"Not A PMA1 Interactor"
"443","YHR064C","SSZ1","YGR191W","HIP1","Predicted",1,90,13,"PMA1 Interactor"
"464","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"465","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,90,13,"Not A PMA1 Interactor"
"471","YHR108W","GGA2","YGL206C","CHC1","Literature",1,90,13,"Not A PMA1 Interactor"
"486","YHR174W","ENO2","YCR012W","PGK1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"495","YHR174W","ENO2","YCR012W","PGK1","Predicted",1,90,13,"Not A PMA1 Interactor"
"497","YHR174W","ENO2","YEL031W","SPF1","Predicted",1,90,13,"Not A PMA1 Interactor"
"514","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,90,13,"Not A PMA1 Interactor"
"517","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"534","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,90,13,"PMA1 Interactor"
"557","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"559","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"571","YJL130C","URA2","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"595","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"602","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,90,13,"Not A PMA1 Interactor"
"653","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,90,13,"PMA1 Interactor"
"666","YJR045C","SSC1","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"668","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"671","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,90,13,"Not A PMA1 Interactor"
"676","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,90,13,"Not A PMA1 Interactor"
"688","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"698","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,90,13,"Not A PMA1 Interactor"
"709","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"711","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,90,13,"Not A PMA1 Interactor"
"724","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"733","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,90,13,"Not A PMA1 Interactor"
"760","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,90,13,"Not A PMA1 Interactor"
"776","YJR045C","SSC1","YHR174W","ENO2","Predicted",1,90,13,"Not A PMA1 Interactor"
"784","YJR045C","SSC1","YER145C","FTR1","Predicted",1,90,13,"Not A PMA1 Interactor"
"790","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,90,13,"Not A PMA1 Interactor"
"809","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"811","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,90,13,"Not A PMA1 Interactor"
"836","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,90,13,"Not A PMA1 Interactor"
"844","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"858","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,90,13,"Not A PMA1 Interactor"
"867","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,90,13,"Not A PMA1 Interactor"
"872","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"897","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"903","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"910","YJR109C","CPA2","YER086W","ILV1","Predicted",1,90,13,"Not A PMA1 Interactor"
"922","YJR109C","CPA2","YJL130C","URA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"926","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,90,13,"Not A PMA1 Interactor"
"963","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"971","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"988","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1005","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,90,13,"Not A PMA1 Interactor"
"1010","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,90,13,"Not A PMA1 Interactor"
"1019","YKL010C","UFD4","YJL130C","URA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1021","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1029","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,90,13,"Not A PMA1 Interactor"
"1060","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1072","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,90,13,"Not A PMA1 Interactor"
"1081","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,90,13,"Not A PMA1 Interactor"
